0	1_x	1_y	2	3	4	5	6
CID100004894	prednisolone	C0026769	text_mention	Multiple Sclerosis	LLT	C0026769	Multiple sclerosis
CID100004894	prednisolone	C0026769	text_mention	Multiple Sclerosis	PT	C0026769	Multiple sclerosis
CID100004894	prednisolone	C0026948	text_mention	Mycosis Fungoides	LLT	C0026948	Mycosis fungoides
CID100004894	prednisolone	C0026948	text_mention	Mycosis Fungoides	PT	C0026948	Mycosis fungoides
CID100004894	prednisolone	C0027726	text_mention	Nephrotic Syndrome	LLT	C0027726	Nephrotic syndrome
CID100004894	prednisolone	C0027726	text_mention	Nephrotic Syndrome	PT	C0027726	Nephrotic syndrome
CID100004894	prednisolone	C0029077	text_mention	Ophthalmia, Sympathetic	LLT	C0029077	Sympathetic ophthalmia
CID100004894	prednisolone	C0029077	text_mention	Ophthalmia, Sympathetic	PT	C0029077	Sympathetic ophthalmia
CID100004894	prednisolone	C0029134	text_mention	Optic Neuritis	LLT	C0029134	Optic neuritis
CID100004894	prednisolone	C0029134	text_mention	Optic Neuritis	PT	C0029134	Optic neuritis
CID100004894	prednisolone	C0029408	text_mention	Degenerative polyarthritis	LLT	C0029408	Osteoarthritis
CID100004894	prednisolone	C0029408	text_mention	Degenerative polyarthritis	PT	C0029408	Osteoarthritis
CID100004894	prednisolone	C0030807	text_mention	Pemphigus	LLT	C0030807	Pemphigus
CID100004894	prednisolone	C0030807	text_mention	Pemphigus	PT	C0030807	Pemphigus
CID100004894	prednisolone	C0031039	text_mention	Pericardial effusion	LLT	C0031039	Pericardial effusion
CID100004894	prednisolone	C0031039	text_mention	Pericardial effusion	PT	C0031039	Pericardial effusion
CID100004894	prednisolone	C0032290	text_mention	Aspiration Pneumonia	LLT	C0032290	Pneumonia aspiration
CID100004894	prednisolone	C0032290	text_mention	Aspiration Pneumonia	PT	C0032290	Pneumonia aspiration
CID100004894	prednisolone	C0032453	text_mention	Polychondritis, Relapsing	LLT	C0032453	Relapsing polychondritis
CID100004894	prednisolone	C0032453	text_mention	Polychondritis, Relapsing	PT	C0747733	Polychondritis
CID100004894	prednisolone	C0032533	text_mention	Polymyalgia Rheumatica	LLT	C0032533	Polymyalgia rheumatica
CID100004894	prednisolone	C0032533	text_mention	Polymyalgia Rheumatica	PT	C0032533	Polymyalgia rheumatica
CID100004894	prednisolone	C0033687	text_mention	Proteinuria	LLT	C0033687	Proteinuria
CID100004894	prednisolone	C0033687	text_mention	Proteinuria	PT	C0948586	Protein urine present
CID100004894	prednisolone	C0033687	text_mention	Proteinuria	PT	C0033687	Proteinuria
CID100004894	prednisolone	C0033860	text_mention	Psoriasis	LLT	C0033860	Psoriasis
CID100004894	prednisolone	C0033860	text_mention	Psoriasis	PT	C0033860	Psoriasis
CID100004894	prednisolone	C0034902	text_mention	Pure Red-Cell Aplasia	LLT	C0034902	Aplasia pure red cell
CID100004894	prednisolone	C0034902	text_mention	Pure Red-Cell Aplasia	PT	C0034902	Aplasia pure red cell
CID100004894	prednisolone	C0035439	text_mention	Rheumatic Heart Disease	LLT	C0035439	Rheumatic heart disease
CID100004894	prednisolone	C0035439	text_mention	Rheumatic Heart Disease	PT	C0035439	Rheumatic heart disease
CID100004894	prednisolone	C0035457	text_mention	Rhinitis, Allergic, Perennial	LLT	C0035457	Perennial allergic rhinitis
CID100004894	prednisolone	C0035457	text_mention	Rhinitis, Allergic, Perennial	PT	C0848309	Rhinitis perennial
CID100004894	prednisolone	C0035854	text_mention	Rosacea	LLT	C0035854	Rosacea
CID100004894	prednisolone	C0035854	text_mention	Rosacea	PT	C0035854	Rosacea
CID100004894	prednisolone	C0036202	text_mention	Sarcoidosis	LLT	C0036202	Sarcoidosis
CID100004894	prednisolone	C0036202	text_mention	Sarcoidosis	PT	C0036202	Sarcoidosis
CID100004894	prednisolone	C0036508	text_mention	Seborrheic dermatitis	LLT	C0036508	Seborrhoeic dermatitis
CID100004894	prednisolone	C0036508	text_mention	Seborrheic dermatitis	PT	C0036508	Seborrhoeic dermatitis
CID100004894	prednisolone	C0036830	text_mention	Serum Sickness	LLT	C0036830	Serum sickness
CID100004894	prednisolone	C0036830	text_mention	Serum Sickness	PT	C0036830	Serum sickness
CID100004894	prednisolone	C0037274	text_mention	Dermatologic disorders	LLT	C0037274	Skin disorder
CID100004894	prednisolone	C0037274	text_mention	Dermatologic disorders	PT	C0037274	Skin disorder
CID100004894	prednisolone	C0038013	text_mention	Ankylosing spondylitis	LLT	C0038013	Ankylosing spondylitis
CID100004894	prednisolone	C0038013	text_mention	Ankylosing spondylitis	PT	C0038013	Ankylosing spondylitis
CID100004894	prednisolone	C0038325	text_mention	Stevens-Johnson Syndrome	LLT	C0038325	Stevens-Johnson syndrome
CID100004894	prednisolone	C0038325	text_mention	Stevens-Johnson Syndrome	PT	C0038325	Stevens-Johnson syndrome
CID100004894	prednisolone	C0038325	text_mention	Stevens-Johnson Syndrome	PT	C0014742	Erythema multiforme
CID100004894	prednisolone	C0039103	text_mention	Synovitis	LLT	C0039103	Synovitis
CID100004894	prednisolone	C0039103	text_mention	Synovitis	PT	C0039103	Synovitis
CID100004894	prednisolone	C0039520	text_mention	Tenosynovitis	LLT	C0039520	Tenosynovitis
CID100004894	prednisolone	C0039520	text_mention	Tenosynovitis	PT	C0039520	Tenosynovitis
CID100004894	prednisolone	C0040147	text_mention	Thyroiditis	LLT	C0040147	Thyroiditis
CID100004894	prednisolone	C0040147	text_mention	Thyroiditis	PT	C0040147	Thyroiditis
CID100004894	prednisolone	C0040896	text_mention	Trichinellosis	LLT	C0040896	Trichiniasis
CID100004894	prednisolone	C0040896	text_mention	Trichinellosis	PT	C0040896	Trichiniasis
CID100004894	prednisolone	C0041296	text_mention	Tuberculosis	LLT	C0041296	Tuberculosis
CID100004894	prednisolone	C0041296	text_mention	Tuberculosis	PT	C0041296	Tuberculosis
CID100004894	prednisolone	C0041318	text_mention	Tuberculosis, Meningeal	LLT	C0041318	Meningitis tuberculous
CID100004894	prednisolone	C0041318	text_mention	Tuberculosis, Meningeal	PT	C0041318	Meningitis tuberculous
CID100004894	prednisolone	C0041327	text_mention	Tuberculosis, Pulmonary	LLT	C0041327	Pulmonary tuberculosis
CID100004894	prednisolone	C0041327	text_mention	Tuberculosis, Pulmonary	PT	C0041327	Pulmonary tuberculosis
CID100004894	prednisolone	C0041948	text_mention	Uremia	LLT	C0041948	Uremia
CID100004894	prednisolone	C0041948	text_mention	Uremia	PT	C0242528	Azotaemia
CID100004894	prednisolone	C0042164	text_mention	Uveitis	LLT	C0042164	Uveitis
CID100004894	prednisolone	C0042164	text_mention	Uveitis	PT	C0042164	Uveitis
CID100004894	prednisolone	C0042167	text_mention	Uveitis, Posterior	LLT	C0042167	Posterior uveitis
CID100004894	prednisolone	C0042167	text_mention	Uveitis, Posterior	PT	C0008526	Choroiditis
CID100004894	prednisolone	C0042384	text_mention	Vasculitis	LLT	C0042384	Vasculitis
CID100004894	prednisolone	C0042384	text_mention	Vasculitis	PT	C0042384	Vasculitis
CID100004894	prednisolone	C0043117	text_mention	Purpura, Thrombocytopenic, Idiopathic	LLT	C0043117	Idiopathic thrombocytopenic purpura
CID100004894	prednisolone	C0043117	text_mention	Purpura, Thrombocytopenic, Idiopathic	PT	C0043117	Idiopathic thrombocytopenic purpura
CID100004894	prednisolone	C0043117	text_mention	Purpura, Thrombocytopenic, Idiopathic	PT	C0034150	Purpura
CID100004894	prednisolone	C0085655	text_mention	Polymyositis	LLT	C0085655	Polymyositis
CID100004894	prednisolone	C0085655	text_mention	Polymyositis	PT	C0085655	Polymyositis
CID100004894	prednisolone	C0085669	NLP_indication	Acute leukemia	LLT	C0085669	Acute leukaemia
CID100004894	prednisolone	C0085669	NLP_indication	Acute leukemia	PT	C0085669	Acute leukaemia
CID100004894	prednisolone	C0085932	text_mention	Skin Diseases, Bullous	LLT	C0085932	Dermatitis bullous
CID100004894	prednisolone	C0085932	text_mention	Skin Diseases, Bullous	PT	C0085932	Dermatitis bullous
CID100004894	prednisolone	C0154301	text_mention	Secondary thrombocytopenia	LLT	C0154301	Secondary thrombocytopenia
CID100004894	prednisolone	C0154301	text_mention	Secondary thrombocytopenia	PT	C0040034	Thrombocytopenia
CID100004894	prednisolone	C0155067	text_mention	Corneal ulcer marginal	LLT	C0155067	Corneal ulcer marginal
CID100004894	prednisolone	C0155067	text_mention	Corneal ulcer marginal	PT	C0010043	Ulcerative keratitis
CID100004894	prednisolone	C0155877	text_mention	Allergic asthma	LLT	C0155877	Allergic asthma
CID100004894	prednisolone	C0155877	text_mention	Allergic asthma	PT	C0004096	Asthma
CID100004894	prednisolone	C0178416	text_mention	Hypoplastic anemia	LLT	C0178416	Hypoplastic anaemia
CID100004894	prednisolone	C0178416	text_mention	Hypoplastic anemia	PT	C0178416	Hypoplastic anaemia
CID100004894	prednisolone	C0234933	text_mention	Erythema multiforme severe	LLT	C0234933	Erythema multiforme severe
CID100004894	prednisolone	C0234933	text_mention	Erythema multiforme severe	PT	C0014742	Erythema multiforme
CID100004894	prednisolone	C0241863	NLP_precondition	Diabetic	LLT	C0241863	Diabetic
CID100004894	prednisolone	C0241863	NLP_precondition	Diabetic	PT	C0011849	Diabetes mellitus
CID100004894	prednisolone	C0242459	text_mention	Simple Pulmonary Eosinophilia	LLT	C0242459	Loeffler's syndrome
CID100004894	prednisolone	C0242459	text_mention	Simple Pulmonary Eosinophilia	PT	C0242459	Loeffler's syndrome
CID100004894	prednisolone	C0242459	text_mention	Simple Pulmonary Eosinophilia	PT	C0034068	Pulmonary eosinophilia
CID100004894	prednisolone	C0259799	text_mention	Punctate keratitis	LLT	C0259799	Punctate keratitis
CID100004894	prednisolone	C0259799	text_mention	Punctate keratitis	PT	C0259799	Punctate keratitis
CID100004894	prednisolone	C0264383	text_mention	Organising pneumonia	LLT	C0264383	Organising pneumonia
CID100004894	prednisolone	C0264383	text_mention	Organising pneumonia	PT	C0264383	Organising pneumonia
CID100004894	prednisolone	C0268732	text_mention	Nephritic syndrome	LLT	C0268732	Nephritic syndrome
CID100004894	prednisolone	C0268732	text_mention	Nephritic syndrome	PT	C0268732	Nephritic syndrome
CID100004894	prednisolone	C0271738	text_mention	Secondary adrenocortical insufficiency	LLT	C0271738	Secondary adrenocortical insufficiency
CID100004894	prednisolone	C0271738	text_mention	Secondary adrenocortical insufficiency	PT	C0271738	Secondary adrenocortical insufficiency
CID100004894	prednisolone	C0339289	text_mention	Injury of cornea	LLT	C0339289	Injury corneal
CID100004894	prednisolone	C0339289	text_mention	Injury of cornea	PT	C0339289	Injury corneal
CID100004894	prednisolone	C0409974	text_mention	Lupus Erythematosus	LLT	C0409974	Lupus erythematosus
CID100004894	prednisolone	C0409974	text_mention	Lupus Erythematosus	PT	C0024141	Systemic lupus erythematosus
CID100004894	prednisolone	C0497209	NLP_indication	Infective conjunctivitis	LLT	C0497209	Conjunctivitis infective
CID100004894	prednisolone	C0497209	NLP_indication	Infective conjunctivitis	PT	C0497209	Conjunctivitis infective
CID100004894	prednisolone	C0700292	NLP_indication	Hypoxemia	LLT	C0700292	Hypoxemia
CID100004894	prednisolone	C0700292	NLP_indication	Hypoxemia	PT	C0242184	Hypoxia
CID100004894	prednisolone	C0701836	NLP_indication	Thermal burn	LLT	C0701836	Thermal burn
CID100004894	prednisolone	C0701836	NLP_indication	Thermal burn	PT	C0701836	Thermal burn
CID100004894	prednisolone	C0851444	NLP_indication	Allergic conditions			Allergic conditions
CID100004894	prednisolone	C0869523	text_mention	Carditis	LLT	C0869523	Carditis
CID100004894	prednisolone	C0869523	text_mention	Carditis	PT	C0869523	Carditis
CID100004894	prednisolone	C0877221	text_mention	Decreased erythroid precursor production	LLT	C0877221	Erythroblastopenia
CID100004894	prednisolone	C0877221	text_mention	Decreased erythroid precursor production	PT	C0034902	Aplasia pure red cell
CID100004894	prednisolone	C1260899	text_mention	Anemia, Diamond-Blackfan	LLT	C1260899	Diamond-Blackfan anemia
CID100004894	prednisolone	C1260899	text_mention	Anemia, Diamond-Blackfan	PT	C0702159	Congenital aplastic anaemia
CID100004894	prednisolone	C1275687	text_mention	Herpes zoster keratitis	LLT	C1275687	Herpes zoster keratitis
CID100004894	prednisolone	C1275687	text_mention	Herpes zoster keratitis	PT	C0019364	Ophthalmic herpes zoster
CID100004894	prednisolone	C1527336	text_mention	Sjogren's Syndrome	LLT	C1527336	Sjogren's syndrome
CID100004894	prednisolone	C1527336	text_mention	Sjogren's Syndrome	PT	C1527336	Sjogren's syndrome
CID100004894	prednisolone	C1527407	text_mention	Eosinophilic Pneumonia	LLT	C1527407	Eosinophilic pneumonia
CID100004894	prednisolone	C1527407	text_mention	Eosinophilic Pneumonia	PT	C1527407	Eosinophilic pneumonia
CID100004894	prednisolone	C1535939	text_mention	Pneumocystis jiroveci pneumonia	LLT	C1535939	Pneumocystis jirovecii pneumonia
CID100004894	prednisolone	C1535939	text_mention	Pneumocystis jiroveci pneumonia	PT	C1535939	Pneumocystis jirovecii pneumonia
CID100004894	prednisolone	C1704321	text_mention	Nephrotic Syndrome, Minimal Change	LLT	C1704321	Nephrotic syndrome with lesion of minimal change glomerulonephritis
CID100004894	prednisolone	C1704321	text_mention	Nephrotic Syndrome, Minimal Change	PT	C0027726	Nephrotic syndrome
CID100004894	prednisolone	C1761609	text_mention	Aspiration pneumonitis	LLT	C1761609	Aspiration pneumonitis
CID100004894	prednisolone	C1761609	text_mention	Aspiration pneumonitis	PT	C0032290	Pneumonia aspiration
CID100004894	prednisolone	C1800706	text_mention	Idiopathic Pulmonary Fibrosis	LLT	C1800706	Idiopathic pulmonary fibrosis
CID100004894	prednisolone	C1800706	text_mention	Idiopathic Pulmonary Fibrosis	PT	C1800706	Idiopathic pulmonary fibrosis
CID100004894	prednisolone	C1956391	text_mention	Temporal Arteritis	LLT	C1956391	Temporal arteritis
CID100004894	prednisolone	C1956391	text_mention	Temporal Arteritis	PT	C1956391	Temporal arteritis
CID100004894	prednisolone	C3495559	text_mention	Juvenile arthritis	LLT	C3495559	Juvenile idiopathic arthritis
CID100004894	prednisolone	C3495559	text_mention	Juvenile arthritis	PT	C3495559	Juvenile idiopathic arthritis
CID100004895	prednisolone	C0001627	text_mention	Congenital adrenal hyperplasia	LLT	C0001627	Congenital adrenal hyperplasia
CID100004895	prednisolone	C0001627	text_mention	Congenital adrenal hyperplasia	PT	C0302280	Adrenogenital syndrome
CID100004895	prednisolone	C0002390	NLP_indication	Extrinsic allergic alveolitis	LLT	C0002390	Alveolitis allergic
CID100004895	prednisolone	C0002390	NLP_indication	Extrinsic allergic alveolitis	PT	C0002390	Alveolitis allergic
CID100004895	prednisolone	C0002878	text_mention	Anemia, Hemolytic	LLT	C0002878	Haemolytic anaemia
CID100004895	prednisolone	C0002878	text_mention	Anemia, Hemolytic	PT	C0002878	Haemolytic anaemia
CID100004895	prednisolone	C0003868	text_mention	Arthritis, Gouty	LLT	C0003868	Gouty arthritis
CID100004895	prednisolone	C0003868	text_mention	Arthritis, Gouty	PT	C0003868	Gouty arthritis
CID100004895	prednisolone	C0003868	text_mention	Arthritis, Gouty	PT	C0018099	Gout
CID100004895	prednisolone	C0003872	text_mention	Arthritis, Psoriatic	LLT	C0003872	Psoriatic arthropathy
CID100004895	prednisolone	C0003872	text_mention	Arthritis, Psoriatic	PT	C0003872	Psoriatic arthropathy
CID100004895	prednisolone	C0003873	text_mention	Rheumatoid Arthritis	LLT	C0003873	Rheumatoid arthritis
CID100004895	prednisolone	C0003873	text_mention	Rheumatoid Arthritis	PT	C0003873	Rheumatoid arthritis
CID100004895	prednisolone	C0003873	text_mention	Rheumatoid Arthritis	PT	C0003864	Arthritis
CID100004895	prednisolone	C0004031	text_mention	Aspergillosis, Allergic Bronchopulmonary	LLT	C0004031	Bronchopulmonary aspergillosis allergic
CID100004895	prednisolone	C0004031	text_mention	Aspergillosis, Allergic Bronchopulmonary	PT	C0004031	Bronchopulmonary aspergillosis allergic
CID100004895	prednisolone	C0004096	text_mention	Asthma	LLT	C0004096	Asthma
CID100004895	prednisolone	C0004096	text_mention	Asthma	PT	C0004096	Asthma
CID100004895	prednisolone	C0006114	text_mention	Cerebral Edema	LLT	C0006114	Edema cerebral
CID100004895	prednisolone	C0006114	text_mention	Cerebral Edema	PT	C1527311	Brain oedema
CID100004895	prednisolone	C0006272	NLP_indication	Bronchiolitis Obliterans	LLT	C0006272	Obliterative bronchiolitis
CID100004895	prednisolone	C0006272	NLP_indication	Bronchiolitis Obliterans	PT	C0006272	Obliterative bronchiolitis
CID100004895	prednisolone	C0008049	NLP_indication	Chickenpox	LLT	C0008049	Varicella
CID100004895	prednisolone	C0008049	NLP_indication	Chickenpox	PT	C0008049	Varicella
CID100004895	prednisolone	C0009324	text_mention	Ulcerative Colitis	LLT	C0009324	Colitis ulcerative
CID100004895	prednisolone	C0009324	text_mention	Ulcerative Colitis	PT	C0009324	Colitis ulcerative
CID100004895	prednisolone	C0009324	text_mention	Ulcerative Colitis	PT	C0033247	Proctocolitis
CID100004895	prednisolone	C0009450	text_mention	Communicable Diseases	LLT	C0009450	Infection
CID100004895	prednisolone	C0009450	text_mention	Communicable Diseases	PT	C0009450	Infection
CID100004895	prednisolone	C0009766	text_mention	Allergic Conjunctivitis	LLT	C0009766	Conjunctivitis allergic
CID100004895	prednisolone	C0009766	text_mention	Allergic Conjunctivitis	PT	C0009766	Conjunctivitis allergic
CID100004895	prednisolone	C0010346	text_mention	Crohn Disease	LLT	C0010346	Crohn's disease
CID100004895	prednisolone	C0010346	text_mention	Crohn Disease	PT	C0010346	Crohn's disease
CID100004895	prednisolone	C0010543	text_mention	Cyclitis	LLT	C0010543	Cyclitis
CID100004895	prednisolone	C0010543	text_mention	Cyclitis	PT	C0010543	Cyclitis
CID100004895	prednisolone	C0011606	text_mention	Exfoliative dermatitis	LLT	C0011606	Dermatitis exfoliative
CID100004895	prednisolone	C0011606	text_mention	Exfoliative dermatitis	PT	C0011606	Dermatitis exfoliative
CID100004895	prednisolone	C0011615	text_mention	Dermatitis, Atopic	LLT	C0011615	Dermatitis atopic
CID100004895	prednisolone	C0011615	text_mention	Dermatitis, Atopic	PT	C0011615	Dermatitis atopic
CID100004895	prednisolone	C0011616	text_mention	Contact Dermatitis	LLT	C0011616	Dermatitis contact
CID100004895	prednisolone	C0011616	text_mention	Contact Dermatitis	PT	C0011616	Dermatitis contact
CID100004895	prednisolone	C0011633	text_mention	Dermatomyositis	LLT	C0011633	Dermatomyositis
CID100004895	prednisolone	C0011633	text_mention	Dermatomyositis	PT	C0011633	Dermatomyositis
CID100004895	prednisolone	C0012797	text_mention	Diuresis	LLT	C0012797	Diuresis
CID100004895	prednisolone	C0012797	text_mention	Diuresis	PT	C0032617	Polyuria
CID100004895	prednisolone	C0013182	text_mention	Drug Allergy	LLT	C0013182	Drug hypersensitivity
CID100004895	prednisolone	C0013182	text_mention	Drug Allergy	PT	C0013182	Drug hypersensitivity
CID100004895	prednisolone	C0013604	text_mention	Edema	LLT	C0013604	Oedema
CID100004895	prednisolone	C0013604	text_mention	Edema	PT	C0013604	Oedema
CID100004895	prednisolone	C0017178	text_mention	Gastrointestinal Diseases	LLT	C0017178	Gastrointestinal disorder
CID100004895	prednisolone	C0017178	text_mention	Gastrointestinal Diseases	PT	C0017178	Gastrointestinal disorder
CID100004895	prednisolone	C0018674	NLP_indication	Craniocerebral Trauma	LLT	C0018674	Head injury
CID100004895	prednisolone	C0018674	NLP_indication	Craniocerebral Trauma	PT	C0018674	Head injury
CID100004895	prednisolone	C0018939	text_mention	Hematological Disease	LLT	C0018939	Blood disorder
CID100004895	prednisolone	C0018939	text_mention	Hematological Disease	PT	C0018939	Blood disorder
CID100004895	prednisolone	C0019357	NLP_indication	Keratitis, Herpetic	LLT	C0019357	Ophthalmic herpes simplex
CID100004895	prednisolone	C0019357	NLP_indication	Keratitis, Herpetic	PT	C0019357	Ophthalmic herpes simplex
CID100004895	prednisolone	C0020517	NLP_indication	Hypersensitivity	LLT	C0020517	Hypersensitivity
CID100004895	prednisolone	C0020517	NLP_indication	Hypersensitivity	PT	C0020517	Hypersensitivity
CID100004895	prednisolone	C0021368	NLP_indication	Inflammation	LLT	C0021368	Inflammation
CID100004895	prednisolone	C0021368	NLP_indication	Inflammation	PT	C0021368	Inflammation
CID100004895	prednisolone	C0022081	text_mention	Iritis	LLT	C0022081	Iritis
CID100004895	prednisolone	C0022081	text_mention	Iritis	PT	C0022081	Iritis
CID100004895	prednisolone	C0022570	text_mention	Keratitis, Dendritic	LLT	C0022570	Dendritic keratitis
CID100004895	prednisolone	C0022570	text_mention	Keratitis, Dendritic	PT	C0019357	Ophthalmic herpes simplex
CID100004895	prednisolone	C0024115	text_mention	Lung diseases	LLT	C0024115	Lung disorder
CID100004895	prednisolone	C0024115	text_mention	Lung diseases	PT	C0024115	Lung disorder
CID100004895	prednisolone	C0024117	text_mention	Chronic Obstructive Airway Disease	LLT	C0024117	Chronic obstructive pulmonary disease
CID100004895	prednisolone	C0024117	text_mention	Chronic Obstructive Airway Disease	PT	C0024117	Chronic obstructive pulmonary disease
CID100004895	prednisolone	C0024117	text_mention	Chronic Obstructive Airway Disease	PT	C0085129	Bronchial hyperreactivity
CID100004895	prednisolone	C0024141	text_mention	Lupus Erythematosus, Systemic	LLT	C0024141	Systemic lupus erythematosus
CID100004895	prednisolone	C0024141	text_mention	Lupus Erythematosus, Systemic	PT	C0024141	Systemic lupus erythematosus
CID100004895	prednisolone	C0024299	text_mention	Lymphoma	LLT	C0024299	Lymphoma
CID100004895	prednisolone	C0024299	text_mention	Lymphoma	PT	C0024305	Non-Hodgkin's lymphoma
CID100004895	prednisolone	C0024299	text_mention	Lymphoma	PT	C0024299	Lymphoma
CID100004895	prednisolone	C0026769	text_mention	Multiple Sclerosis	LLT	C0026769	Multiple sclerosis
CID100004895	prednisolone	C0026769	text_mention	Multiple Sclerosis	PT	C0026769	Multiple sclerosis
CID100004895	prednisolone	C0026918	NLP_indication	Mycobacterium Infections	LLT	C0026918	Mycobacterial infection
CID100004895	prednisolone	C0026918	NLP_indication	Mycobacterium Infections	PT	C0026918	Mycobacterial infection
CID100004895	prednisolone	C0026946	NLP_indication	Mycoses	LLT	C0026946	Fungal infection
CID100004895	prednisolone	C0026946	NLP_indication	Mycoses	PT	C0026946	Fungal infection
CID100004895	prednisolone	C0026948	text_mention	Mycosis Fungoides	LLT	C0026948	Mycosis fungoides
CID100004895	prednisolone	C0026948	text_mention	Mycosis Fungoides	PT	C0026948	Mycosis fungoides
CID100004895	prednisolone	C0027726	text_mention	Nephrotic Syndrome	LLT	C0027726	Nephrotic syndrome
CID100004895	prednisolone	C0027726	text_mention	Nephrotic Syndrome	PT	C0027726	Nephrotic syndrome
CID100004895	prednisolone	C0029077	text_mention	Ophthalmia, Sympathetic	LLT	C0029077	Sympathetic ophthalmia
CID100004895	prednisolone	C0029077	text_mention	Ophthalmia, Sympathetic	PT	C0029077	Sympathetic ophthalmia
CID100004895	prednisolone	C0030807	text_mention	Pemphigus	LLT	C0030807	Pemphigus
CID100004895	prednisolone	C0030807	text_mention	Pemphigus	PT	C0030807	Pemphigus
CID100004895	prednisolone	C0032453	text_mention	Polychondritis, Relapsing	LLT	C0032453	Relapsing polychondritis
CID100004895	prednisolone	C0032453	text_mention	Polychondritis, Relapsing	PT	C0747733	Polychondritis
CID100004895	prednisolone	C0032533	text_mention	Polymyalgia Rheumatica	LLT	C0032533	Polymyalgia rheumatica
CID100004895	prednisolone	C0032533	text_mention	Polymyalgia Rheumatica	PT	C0032533	Polymyalgia rheumatica
CID100004895	prednisolone	C0033687	text_mention	Proteinuria	LLT	C0033687	Proteinuria
CID100004895	prednisolone	C0033687	text_mention	Proteinuria	PT	C0948586	Protein urine present
CID100004895	prednisolone	C0033687	text_mention	Proteinuria	PT	C0033687	Proteinuria
CID100004895	prednisolone	C0034902	text_mention	Pure Red-Cell Aplasia	LLT	C0034902	Aplasia pure red cell
CID100004895	prednisolone	C0034902	text_mention	Pure Red-Cell Aplasia	PT	C0034902	Aplasia pure red cell
CID100004895	prednisolone	C0035457	text_mention	Rhinitis, Allergic, Perennial	LLT	C0035457	Perennial allergic rhinitis
CID100004895	prednisolone	C0035457	text_mention	Rhinitis, Allergic, Perennial	PT	C0848309	Rhinitis perennial
CID100004895	prednisolone	C0035854	text_mention	Rosacea	LLT	C0035854	Rosacea
CID100004895	prednisolone	C0035854	text_mention	Rosacea	PT	C0035854	Rosacea
CID100004895	prednisolone	C0036202	text_mention	Sarcoidosis	LLT	C0036202	Sarcoidosis
CID100004895	prednisolone	C0036202	text_mention	Sarcoidosis	PT	C0036202	Sarcoidosis
CID100004895	prednisolone	C0036830	text_mention	Serum Sickness	LLT	C0036830	Serum sickness
CID100004895	prednisolone	C0036830	text_mention	Serum Sickness	PT	C0036830	Serum sickness
CID100004895	prednisolone	C0037274	text_mention	Dermatologic disorders	LLT	C0037274	Skin disorder
CID100004895	prednisolone	C0037274	text_mention	Dermatologic disorders	PT	C0037274	Skin disorder
CID100004895	prednisolone	C0038013	text_mention	Ankylosing spondylitis	LLT	C0038013	Ankylosing spondylitis
CID100004895	prednisolone	C0038013	text_mention	Ankylosing spondylitis	PT	C0038013	Ankylosing spondylitis
CID100004895	prednisolone	C0038325	text_mention	Stevens-Johnson Syndrome	LLT	C0038325	Stevens-Johnson syndrome
CID100004895	prednisolone	C0038325	text_mention	Stevens-Johnson Syndrome	PT	C0038325	Stevens-Johnson syndrome
CID100004895	prednisolone	C0038325	text_mention	Stevens-Johnson Syndrome	PT	C0014742	Erythema multiforme
CID100004895	prednisolone	C0040147	text_mention	Thyroiditis	LLT	C0040147	Thyroiditis
CID100004895	prednisolone	C0040147	text_mention	Thyroiditis	PT	C0040147	Thyroiditis
CID100004895	prednisolone	C0040896	text_mention	Trichinellosis	LLT	C0040896	Trichiniasis
CID100004895	prednisolone	C0040896	text_mention	Trichinellosis	PT	C0040896	Trichiniasis
CID100004895	prednisolone	C0041318	text_mention	Tuberculosis, Meningeal	LLT	C0041318	Meningitis tuberculous
CID100004895	prednisolone	C0041318	text_mention	Tuberculosis, Meningeal	PT	C0041318	Meningitis tuberculous
CID100004895	prednisolone	C0041327	text_mention	Tuberculosis, Pulmonary	LLT	C0041327	Pulmonary tuberculosis
CID100004895	prednisolone	C0041327	text_mention	Tuberculosis, Pulmonary	PT	C0041327	Pulmonary tuberculosis
CID100004895	prednisolone	C0041948	text_mention	Uremia	LLT	C0041948	Uremia
CID100004895	prednisolone	C0041948	text_mention	Uremia	PT	C0242528	Azotaemia
CID100004895	prednisolone	C0042164	text_mention	Uveitis	LLT	C0042164	Uveitis
CID100004895	prednisolone	C0042164	text_mention	Uveitis	PT	C0042164	Uveitis
CID100004895	prednisolone	C0042214	NLP_indication	Vaccinia	LLT	C0042214	Vaccinia
CID100004895	prednisolone	C0042214	NLP_indication	Vaccinia	PT	C0857841	Vaccinia virus infection
CID100004895	prednisolone	C0042384	text_mention	Vasculitis	LLT	C0042384	Vasculitis
CID100004895	prednisolone	C0042384	text_mention	Vasculitis	PT	C0042384	Vasculitis
CID100004895	prednisolone	C0042769	NLP_indication	Virus Diseases	LLT	C0042769	Viral infection
CID100004895	prednisolone	C0042769	NLP_indication	Virus Diseases	PT	C0042769	Viral infection
CID100004895	prednisolone	C0043117	text_mention	Purpura, Thrombocytopenic, Idiopathic	LLT	C0043117	Idiopathic thrombocytopenic purpura
CID100004895	prednisolone	C0043117	text_mention	Purpura, Thrombocytopenic, Idiopathic	PT	C0043117	Idiopathic thrombocytopenic purpura
CID100004895	prednisolone	C0043117	text_mention	Purpura, Thrombocytopenic, Idiopathic	PT	C0034150	Purpura
