0	1
QUINAPRIL	Solute carrier family 15 member 1
QUINAPRIL	Solute carrier family 15 member 2
QUINAPRIL	Solute carrier family 22 member 8
CLOMIFENE	P-glycoprotein 1
BUMETANIDE	Sodium/bile acid cotransporter
BUMETANIDE	Solute carrier family 22 member 6
BUMETANIDE	Solute carrier family 22 member 8
BUMETANIDE	Solute carrier family 22 member 11
BUMETANIDE	Solute carrier family 22 member 7
BUMETANIDE	Solute carrier organic anion transporter family member 1A2
DIDANOSINE	Solute carrier family 22 member 6
DIDANOSINE	Equilibrative nucleoside transporter 1
DIDANOSINE	Equilibrative nucleoside transporter 2
ETACRYNIC ACID	Solute carrier family 22 member 6
COCAINE	Solute carrier family 22 member 2
COCAINE	Sodium-dependent dopamine transporter
QUINIDINE	Solute carrier family 22 member 2
QUINIDINE	Solute carrier family 22 member 1
QUINIDINE	Solute carrier family 22 member 5
QUINIDINE	P-glycoprotein 1
QUINIDINE	Solute carrier organic anion transporter family member 1A2
QUINIDINE	Solute carrier family 22 member 8
QUINIDINE	Canalicular multispecific organic anion transporter 1
QUINIDINE	Solute carrier family 22 member 4
QUINIDINE	Solute carrier organic anion transporter family member 1B1
QUINIDINE	Bile salt export pump
ZONISAMIDE	P-glycoprotein 1
TINIDAZOLE	Bile salt export pump
REPAGLINIDE	Solute carrier organic anion transporter family member 1B1
REPAGLINIDE	Bile salt export pump
PHENFORMIN	Solute carrier family 22 member 2
PHENFORMIN	Solute carrier family 22 member 1
AMANTADINE	Solute carrier family 22 member 2
AMANTADINE	Solute carrier family 22 member 1
METRONIDAZOLE	P-glycoprotein 1
DINOPROSTONE	Solute carrier family 22 member 2
DINOPROSTONE	Multidrug resistance-associated protein 5
DINOPROSTONE	Solute carrier family 22 member 6
DINOPROSTONE	Solute carrier family 22 member 8
DINOPROSTONE	Solute carrier family 22 member 11
DINOPROSTONE	Solute carrier family 22 member 7
DINOPROSTONE	Multidrug resistance-associated protein 4
DINOPROSTONE	Solute carrier organic anion transporter family member 2B1
DINOPROSTONE	Solute carrier organic anion transporter family member 1A2
DINOPROSTONE	Organic solute transporter subunit alpha
DINOPROSTONE	Organic solute transporter subunit beta
DINOPROSTONE	Solute carrier organic anion transporter family member 2A1
DINOPROSTONE	Solute carrier organic anion transporter family member 4A1
DINOPROSTONE	Solute carrier organic anion transporter family member 1C1
DINOPROSTONE	Solute carrier organic anion transporter family member 3A1
DINOPROSTONE	Solute carrier organic anion transporter family member 1B1
BUPRENORPHINE	P-glycoprotein 1
BUPRENORPHINE	ATP-binding cassette sub-family G member 2
PHENOXYBENZAMINE	Solute carrier family 22 member 2
PHENOXYBENZAMINE	Solute carrier family 22 member 1
PHENOXYBENZAMINE	Solute carrier family 22 member 3
FAMOTIDINE	Solute carrier family 22 member 6
FAMOTIDINE	Solute carrier family 22 member 8
FAMOTIDINE	Solute carrier family 22 member 2
FAMOTIDINE	Multidrug and toxin extrusion protein 1
TIPRANAVIR	Bile salt export pump
TIPRANAVIR	Solute carrier organic anion transporter family member 2B1
TIPRANAVIR	Solute carrier organic anion transporter family member 1B1
TIPRANAVIR	Solute carrier organic anion transporter family member 1B3
TIPRANAVIR	P-glycoprotein 1
SALICYLIC ACID	Solute carrier family 22 member 6
SALICYLIC ACID	Solute carrier family 22 member 10
SALICYLIC ACID	Solute carrier family 22 member 8
SALICYLIC ACID	Solute carrier family 22 member 11
SALICYLIC ACID	Solute carrier organic anion transporter family member 2B1
SALICYLIC ACID	Monocarboxylate transporter 1
SALICYLIC ACID	Solute carrier family 22 member 7
SALMETEROL	Solute carrier family 22 member 1
SALMETEROL	Solute carrier family 22 member 3
SALMETEROL	Solute carrier family 22 member 2
MECLOFENAMIC ACID	Solute carrier family 22 member 6
MECLOFENAMIC ACID	Solute carrier organic anion transporter family member 1C1
ZALCITABINE	Solute carrier family 22 member 6
ZALCITABINE	Solute carrier family 22 member 7
ZALCITABINE	Equilibrative nucleoside transporter 1
ZALCITABINE	Equilibrative nucleoside transporter 2
ACETYLSALICYLIC ACID	Solute carrier family 22 member 6
ACETYLSALICYLIC ACID	P-glycoprotein 1
ACETYLSALICYLIC ACID	Solute carrier family 22 member 8
FEXOFENADINE	P-glycoprotein 1
FEXOFENADINE	Solute carrier organic anion transporter family member 1B1
FEXOFENADINE	Solute carrier organic anion transporter family member 1B3
FEXOFENADINE	Solute carrier organic anion transporter family member 2B1
FEXOFENADINE	Solute carrier organic anion transporter family member 1A2
FEXOFENADINE	Canalicular multispecific organic anion transporter 1
FEXOFENADINE	Canalicular multispecific organic anion transporter 2
FEXOFENADINE	Solute carrier family 22 member 8
NORGESTIMATE	Canalicular multispecific organic anion transporter 1
NORGESTIMATE	P-glycoprotein 1
CARBOPLATIN	High affinity copper uptake protein 1
CARBOPLATIN	Probable low affinity copper uptake protein 2
CARBOPLATIN	Copper-transporting ATPase 1
CARBOPLATIN	Copper-transporting ATPase 2
CARBOPLATIN	ATP-binding cassette sub-family G member 2
CARBOPLATIN	Canalicular multispecific organic anion transporter 1
METHYLPREDNISOLONE	P-glycoprotein 1
PINDOLOL	Solute carrier family 22 member 2
TELMISARTAN	P-glycoprotein 1
TELMISARTAN	Canalicular multispecific organic anion transporter 1
TELMISARTAN	ATP-binding cassette sub-family G member 2
TELMISARTAN	Bile salt export pump
DESLORATADINE	P-glycoprotein 1
METHYLDOPA	Solute carrier family 15 member 1
DACTINOMYCIN	Solute carrier family 22 member 5
DACTINOMYCIN	P-glycoprotein 1
DACTINOMYCIN	Multidrug resistance-associated protein 6
DACTINOMYCIN	Multidrug resistance-associated protein 1
DACTINOMYCIN	ATP-binding cassette sub-family G member 2
AZELASTINE	P-glycoprotein 1
EZETIMIBE	P-glycoprotein 1
EZETIMIBE	Canalicular multispecific organic anion transporter 1
EZETIMIBE	Canalicular multispecific organic anion transporter 2
EZETIMIBE	Solute carrier organic anion transporter family member 1B1
EZETIMIBE	ATP-binding cassette sub-family G member 2
EZETIMIBE	Bile salt export pump
DIPYRIDAMOLE	Multidrug resistance-associated protein 4
DIPYRIDAMOLE	Multidrug resistance-associated protein 5
DIPYRIDAMOLE	P-glycoprotein 1
DIPYRIDAMOLE	Solute carrier organic anion transporter family member 1B1
DIPYRIDAMOLE	Solute carrier organic anion transporter family member 1B3
DIPYRIDAMOLE	Solute carrier organic anion transporter family member 2B1
DIPYRIDAMOLE	Bile salt export pump
TELITHROMYCIN	Solute carrier organic anion transporter family member 1B1
TELITHROMYCIN	Solute carrier organic anion transporter family member 1B3
ETHINYLESTRADIOL	Bile salt export pump
ETHINYLESTRADIOL	Sodium/bile acid cotransporter
ETHINYLESTRADIOL	Canalicular multispecific organic anion transporter 1
ETHINYLESTRADIOL	P-glycoprotein 1
ETHINYLESTRADIOL	Solute carrier organic anion transporter family member 1A2
LOMEFLOXACIN	Solute carrier family 22 member 5
LOMEFLOXACIN	Canalicular multispecific organic anion transporter 1
FORMOTEROL	Solute carrier family 22 member 1
FORMOTEROL	Solute carrier family 22 member 3
FORMOTEROL	Solute carrier family 22 member 4
FORMOTEROL	Solute carrier family 22 member 5
GLYCOPYRRONIUM	Solute carrier family 22 member 2
GLYCOPYRRONIUM	Multidrug and toxin extrusion protein 1
CYTARABINE	Solute carrier family 22 member 4
CYTARABINE	Multidrug resistance-associated protein 7
CYTARABINE	Equilibrative nucleoside transporter 1
DOPAMINE	Solute carrier family 22 member 2
DOPAMINE	Solute carrier family 22 member 1
DOPAMINE	Solute carrier family 22 member 3
DOPAMINE	Solute carrier family 22 member 5
DOPAMINE	POU domain, class 5, transcription factor 1
AZATHIOPRINE	Equilibrative nucleoside transporter 2
AZATHIOPRINE	Solute carrier family 28 member 3
AZATHIOPRINE	P-glycoprotein 1
AZATHIOPRINE	Solute carrier family 43 member 3
GABAPENTIN	Large neutral amino acids transporter small subunit 1
DOXORUBICIN	P-glycoprotein 1
DOXORUBICIN	Multidrug resistance-associated protein 1
DOXORUBICIN	Canalicular multispecific organic anion transporter 2
DOXORUBICIN	Multidrug resistance-associated protein 6
DOXORUBICIN	ATP-binding cassette sub-family G member 2
DOXORUBICIN	Solute carrier family 22 member 16
DOXORUBICIN	Multidrug resistance-associated protein 7
DOXORUBICIN	ATP-binding cassette sub-family B member 8, mitochondrial
DOXORUBICIN	Bile salt export pump
DOXORUBICIN	RalA-binding protein 1
DOXORUBICIN	Canalicular multispecific organic anion transporter 1
HYDROCHLOROTHIAZIDE	Solute carrier family 22 member 6
HYDROCHLOROTHIAZIDE	Solute carrier family 22 member 8
HYDROCHLOROTHIAZIDE	Solute carrier family 22 member 11
HYDROCHLOROTHIAZIDE	Multidrug resistance-associated protein 4
CYCLACILLIN	Solute carrier family 22 member 5
CYCLACILLIN	Solute carrier family 15 member 1
CYCLACILLIN	Solute carrier family 15 member 2
GANCICLOVIR	Solute carrier family 22 member 1
GANCICLOVIR	Solute carrier family 22 member 6
GANCICLOVIR	Solute carrier family 22 member 8
GANCICLOVIR	Solute carrier family 22 member 7
GANCICLOVIR	Multidrug and toxin extrusion protein 1
GANCICLOVIR	Multidrug and toxin extrusion protein 2
HYDROXYUREA	Solute carrier organic anion transporter family member 1A2
HYDROXYUREA	Solute carrier organic anion transporter family member 1B1
HYDROXYUREA	Solute carrier organic anion transporter family member 1B3
HYDROXYUREA	Urea transporter 2
HYDROXYUREA	Urea transporter 1
HYDROXYUREA	Solute carrier family 22 member 4
HYDROXYUREA	Solute carrier family 22 member 5
LETROZOLE	P-glycoprotein 1
KETOPROFEN	Multidrug resistance-associated protein 4
KETOPROFEN	Solute carrier organic anion transporter family member 1A2
KETOPROFEN	Solute carrier family 22 member 6
KETOPROFEN	Solute carrier family 22 member 8
KETOPROFEN	Solute carrier family 22 member 11
KETOPROFEN	Solute carrier family 22 member 7
METYRAPONE	Canalicular multispecific organic anion transporter 2
SULFAMETHOXAZOLE	Bile salt export pump
GLYBURIDE	Canalicular multispecific organic anion transporter 2
GLYBURIDE	Bile salt export pump
GLYBURIDE	P-glycoprotein 1
GLYBURIDE	Multidrug resistance-associated protein 1
GLYBURIDE	Solute carrier family 15 member 1
GLYBURIDE	Solute carrier organic anion transporter family member 1A2
GLYBURIDE	Solute carrier family 15 member 2
GLYBURIDE	Solute carrier family 22 member 6
GLYBURIDE	Canalicular multispecific organic anion transporter 1
GLYBURIDE	ATP-binding cassette sub-family G member 2
GLYBURIDE	Solute carrier family 22 member 7
GLYBURIDE	Solute carrier organic anion transporter family member 2B1
MINOCYCLINE	Outer membrane protein F
MINOCYCLINE	Outer membrane porin C
MINOCYCLINE	Solute carrier family 22 member 6
MINOCYCLINE	Solute carrier family 22 member 7
GUANFACINE	Multidrug and toxin extrusion protein 1
GUANFACINE	Solute carrier family 22 member 1
GUANFACINE	Solute carrier family 22 member 2
FELODIPINE	P-glycoprotein 1
FELODIPINE	Bile salt export pump
KETOCONAZOLE	P-glycoprotein 1
KETOCONAZOLE	Solute carrier organic anion transporter family member 1B1
KETOCONAZOLE	Bile salt export pump
TOPOTECAN	ATP-binding cassette sub-family G member 2
TOPOTECAN	P-glycoprotein 1
TOPOTECAN	Multidrug and toxin extrusion protein 1
TOPOTECAN	Multidrug and toxin extrusion protein 2
PROBENECID	Solute carrier family 22 member 2
PROBENECID	Solute carrier family 22 member 1
PROBENECID	Canalicular multispecific organic anion transporter 2
PROBENECID	Multidrug resistance-associated protein 4
PROBENECID	Multidrug resistance-associated protein 5
PROBENECID	Monocarboxylate transporter 2
PROBENECID	Solute carrier family 22 member 5
PROBENECID	Multidrug resistance-associated protein 6
PROBENECID	Multidrug resistance-associated protein 1
PROBENECID	Solute carrier organic anion transporter family member 1A2
PROBENECID	Monocarboxylate transporter 1
PROBENECID	Sodium/bile acid cotransporter
PROBENECID	Solute carrier family 22 member 6
PROBENECID	Solute carrier family 22 member 10
PROBENECID	Solute carrier family 22 member 8
PROBENECID	Canalicular multispecific organic anion transporter 1
PROBENECID	ATP-binding cassette sub-family C member 11
PROBENECID	Solute carrier family 22 member 11
PROBENECID	Solute carrier organic anion transporter family member 1C1
PROBENECID	Solute carrier family 22 member 7
PROBENECID	Solute carrier family 22 member 12
PROBENECID	Solute carrier family 2, facilitated glucose transporter member 9
MERCAPTOPURINE	Solute carrier family 22 member 8
MERCAPTOPURINE	Multidrug resistance-associated protein 4
MERCAPTOPURINE	Multidrug resistance-associated protein 5
MERCAPTOPURINE	Sodium/nucleoside cotransporter 2
MERCAPTOPURINE	Solute carrier family 28 member 3
MERCAPTOPURINE	Equilibrative nucleoside transporter 1
MERCAPTOPURINE	Equilibrative nucleoside transporter 2
PROCAINAMIDE	Solute carrier family 22 member 2
PROCAINAMIDE	Solute carrier family 22 member 1
PROCAINAMIDE	Solute carrier family 22 member 3
PROCAINAMIDE	Solute carrier family 22 member 5
PROCAINAMIDE	Solute carrier family 22 member 4
PROCAINAMIDE	Multidrug and toxin extrusion protein 1
PROCAINAMIDE	Multidrug and toxin extrusion protein 2
SELEGILINE	P-glycoprotein 1
FENOFIBRATE	Bile salt export pump
MELPHALAN	Solute carrier family 22 member 3
MELPHALAN	Large neutral amino acids transporter small subunit 1
MELPHALAN	Asc-type amino acid transporter 1
MEMANTINE	Solute carrier family 22 member 2
MEMANTINE	Sodium/hydrogen exchanger 1
MEMANTINE	Solute carrier family 22 member 4
MEMANTINE	Multidrug and toxin extrusion protein 1
RIFAMPICIN	P-glycoprotein 1
RIFAMPICIN	Solute carrier organic anion transporter family member 1B3
RIFAMPICIN	Multidrug resistance-associated protein 1
RIFAMPICIN	Solute carrier family 22 member 7
RIFAMPICIN	Solute carrier organic anion transporter family member 1B1
RIFAMPICIN	Canalicular multispecific organic anion transporter 2
RIFAMPICIN	Multidrug resistance-associated protein 5
RIFAMPICIN	Solute carrier organic anion transporter family member 2B1
RIFAMPICIN	Solute carrier organic anion transporter family member 1A2
RIFAMPICIN	Bile salt export pump
RIFAMPICIN	Canalicular multispecific organic anion transporter 1
RIFAMPICIN	Solute carrier family 22 member 6
RIFAMPICIN	Solute carrier family 22 member 8
IBUPROFEN	Solute carrier organic anion transporter family member 2B1
IBUPROFEN	P-glycoprotein 1
IBUPROFEN	Multidrug resistance-associated protein 4
IBUPROFEN	Multidrug resistance-associated protein 1
IBUPROFEN	Solute carrier organic anion transporter family member 1A2
IBUPROFEN	Solute carrier family 22 member 6
IBUPROFEN	Solute carrier family 22 member 8
IBUPROFEN	Solute carrier family 22 member 11
NOVOBIOCIN	Solute carrier family 22 member 6
NOVOBIOCIN	Solute carrier family 22 member 8
NOVOBIOCIN	Solute carrier family 22 member 11
NOVOBIOCIN	ATP-binding cassette sub-family G member 2
NOVOBIOCIN	Solute carrier organic anion transporter family member 1B1
NOVOBIOCIN	Solute carrier organic anion transporter family member 1B3
NOVOBIOCIN	Solute carrier organic anion transporter family member 2B1
BENZYLPENICILLIN	Solute carrier family 22 member 5
BENZYLPENICILLIN	Solute carrier family 15 member 1
BENZYLPENICILLIN	Solute carrier family 15 member 2
BENZYLPENICILLIN	Solute carrier family 22 member 6
BENZYLPENICILLIN	Solute carrier family 22 member 8
BENZYLPENICILLIN	Solute carrier family 22 member 4
BENZYLPENICILLIN	Solute carrier family 22 member 11
BENZYLPENICILLIN	Solute carrier organic anion transporter family member 2B1
BENZYLPENICILLIN	Solute carrier organic anion transporter family member 4A1
BENZYLPENICILLIN	Solute carrier organic anion transporter family member 3A1
BENZYLPENICILLIN	Solute carrier organic anion transporter family member 1B1
NITRENDIPINE	P-glycoprotein 1
NITRENDIPINE	Bile salt export pump
NORFLOXACIN	Solute carrier family 22 member 5
NORFLOXACIN	Solute carrier family 22 member 6
AMOXICILLIN	Solute carrier family 15 member 1
AMOXICILLIN	Solute carrier family 15 member 2
AMOXICILLIN	Solute carrier family 22 member 6
MELATONIN	Solute carrier family 22 member 8
GLIPIZIDE	Bile salt export pump
PROMETHAZINE	P-glycoprotein 1
PROMETHAZINE	Canalicular multispecific organic anion transporter 2
PROMETHAZINE	Multidrug resistance-associated protein 4
ATAZANAVIR	P-glycoprotein 1
ATAZANAVIR	Multidrug resistance-associated protein 1
ATAZANAVIR	Solute carrier organic anion transporter family member 1B1
ATAZANAVIR	Solute carrier organic anion transporter family member 1B3
ATAZANAVIR	Bile salt export pump
ATAZANAVIR	Solute carrier organic anion transporter family member 2B1
FLUDARABINE	Equilibrative nucleoside transporter 1
FLUDARABINE	Solute carrier family 28 member 3
DIPHENHYDRAMINE	Solute carrier family 22 member 2
DIPHENHYDRAMINE	Solute carrier family 22 member 5
ATORVASTATIN	P-glycoprotein 1
ATORVASTATIN	Solute carrier organic anion transporter family member 1A2
ATORVASTATIN	Solute carrier organic anion transporter family member 1B1
ATORVASTATIN	Multidrug resistance-associated protein 4
ATORVASTATIN	Multidrug resistance-associated protein 5
ATORVASTATIN	Multidrug resistance-associated protein 1
ATORVASTATIN	Solute carrier organic anion transporter family member 2B1
ATORVASTATIN	Solute carrier organic anion transporter family member 1B3
ATORVASTATIN	Canalicular multispecific organic anion transporter 1
ATORVASTATIN	Bile salt export pump
TEGASEROD	Sodium-dependent serotonin transporter
TEGASEROD	ATP-binding cassette sub-family G member 2
TEGASEROD	P-glycoprotein 1
VIGABATRIN	Proton-coupled amino acid transporter 1
BENZOCAINE	P-glycoprotein 1
PRIMAQUINE	P-glycoprotein 1
ILOPROST	Solute carrier organic anion transporter family member 2B1
ILOPROST	Solute carrier organic anion transporter family member 2A1
ILOPROST	Solute carrier organic anion transporter family member 3A1
OUABAIN	Solute carrier organic anion transporter family member 1A2
OUABAIN	Solute carrier family 22 member 8
OUABAIN	Solute carrier organic anion transporter family member 4C1
OUABAIN	Solute carrier organic anion transporter family member 1B3
OUABAIN	Solute carrier organic anion transporter family member 1C1
OUABAIN	Solute carrier organic anion transporter family member 1B1
HESPERETIN	ATP-binding cassette sub-family G member 2
FLUVASTATIN	Solute carrier organic anion transporter family member 1B1
FLUVASTATIN	Solute carrier organic anion transporter family member 1B3
FLUVASTATIN	Solute carrier organic anion transporter family member 2B1
FLUVASTATIN	Solute carrier family 15 member 1
FLUVASTATIN	Canalicular multispecific organic anion transporter 1
LEFLUNOMIDE	ATP-binding cassette sub-family G member 2
ROSUVASTATIN	Multidrug resistance-associated protein 4
ROSUVASTATIN	Solute carrier organic anion transporter family member 1A2
ROSUVASTATIN	Solute carrier organic anion transporter family member 1B1
ROSUVASTATIN	Solute carrier organic anion transporter family member 1B3
ROSUVASTATIN	Solute carrier organic anion transporter family member 2B1
ROSUVASTATIN	Cystine/glutamate transporter
ROSUVASTATIN	Bile salt export pump
ROSUVASTATIN	ATP-binding cassette sub-family G member 2
ROSUVASTATIN	Canalicular multispecific organic anion transporter 1
ROSUVASTATIN	Solute carrier family 22 member 8
ROSUVASTATIN	Sodium/bile acid cotransporter
PIMOZIDE	P-glycoprotein 1
QUINACRINE	Solute carrier family 22 member 2
QUINACRINE	P-glycoprotein 1
SERTRALINE	P-glycoprotein 1
MICONAZOLE	P-glycoprotein 1
CEFUROXIME	Solute carrier family 15 member 1
CEFUROXIME	Solute carrier family 15 member 2
CHLORPHENIRAMINE	Solute carrier family 22 member 2
CHLORPHENIRAMINE	Solute carrier family 22 member 1
NIFEDIPINE	Canalicular multispecific organic anion transporter 2
NIFEDIPINE	P-glycoprotein 1
NIFEDIPINE	Canalicular multispecific organic anion transporter 1
NIFEDIPINE	Solute carrier organic anion transporter family member 1B1
NIFEDIPINE	Bile salt export pump
ATOVAQUONE	P-glycoprotein 1
AMIODARONE	P-glycoprotein 1
AMIODARONE	Bile salt export pump
AMIODARONE	Solute carrier family 22 member 2
TOLBUTAMIDE	Solute carrier family 15 member 1
TOLBUTAMIDE	Solute carrier organic anion transporter family member 1A2
TOLBUTAMIDE	Solute carrier family 22 member 6
TOLBUTAMIDE	Solute carrier family 15 member 2
TOLBUTAMIDE	Solute carrier organic anion transporter family member 2B1
DUTASTERIDE	Sodium-dependent dopamine transporter
DUTASTERIDE	Synaptic vesicular amine transporter
BICALUTAMIDE	P-glycoprotein 1
RABEPRAZOLE	ATP-binding cassette sub-family G member 2
PIOGLITAZONE	Solute carrier organic anion transporter family member 1B3
PIOGLITAZONE	Solute carrier organic anion transporter family member 1B1
CARVEDILOL	P-glycoprotein 1
LEVOFLOXACIN	P-glycoprotein 1
LEVOFLOXACIN	Multidrug and toxin extrusion protein 1
LEVOFLOXACIN	Multidrug and toxin extrusion protein 2
LEVOFLOXACIN	Solute carrier family 22 member 1
LEVOFLOXACIN	Solute carrier family 22 member 2
LEVOFLOXACIN	Solute carrier family 22 member 4
LEVOFLOXACIN	Solute carrier organic anion transporter family member 1A2
LEVOFLOXACIN	Solute carrier organic anion transporter family member 4C1
SULFINPYRAZONE	Canalicular multispecific organic anion transporter 2
SULFINPYRAZONE	Multidrug resistance-associated protein 4
SULFINPYRAZONE	Multidrug resistance-associated protein 5
SULFINPYRAZONE	Multidrug resistance-associated protein 6
SULFINPYRAZONE	Multidrug resistance-associated protein 1
SULFINPYRAZONE	Canalicular multispecific organic anion transporter 1
SULFINPYRAZONE	Bile salt export pump
CEFADROXIL	Solute carrier family 15 member 1
CEFADROXIL	Solute carrier family 22 member 5
CEFADROXIL	Solute carrier family 22 member 6
CEFADROXIL	Solute carrier family 15 member 2
CEFADROXIL	Solute carrier family 22 member 8
DOXEPIN	P-glycoprotein 1
CLOXACILLIN	Solute carrier family 22 member 8
CLOXACILLIN	Solute carrier family 15 member 1
CLOXACILLIN	Solute carrier family 15 member 2
NEFAZODONE	P-glycoprotein 1
NEFAZODONE	Solute carrier organic anion transporter family member 1B3
NEFAZODONE	Solute carrier organic anion transporter family member 2B1
NEFAZODONE	Bile salt export pump
DESIPRAMINE	P-glycoprotein 1
DESIPRAMINE	Solute carrier family 22 member 1
DESIPRAMINE	Solute carrier family 22 member 3
DESIPRAMINE	Solute carrier family 22 member 2
DESIPRAMINE	Solute carrier family 22 member 5
DESIPRAMINE	Solute carrier family 22 member 4
BUPROPION	Solute carrier family 22 member 2
TRIMETREXATE	Folate transporter 1
DINOPROST TROMETHAMINE	Solute carrier family 22 member 2
DINOPROST TROMETHAMINE	Solute carrier family 22 member 6
DINOPROST TROMETHAMINE	Solute carrier family 22 member 7
DINOPROST TROMETHAMINE	Solute carrier family 22 member 8
DINOPROST TROMETHAMINE	Solute carrier family 22 member 11
DINOPROST TROMETHAMINE	Solute carrier organic anion transporter family member 2A1
DINOPROST TROMETHAMINE	Solute carrier organic anion transporter family member 3A1
TERAZOSIN	P-glycoprotein 1
OFLOXACIN	Solute carrier family 22 member 5
OFLOXACIN	Multidrug resistance-associated protein 1
OFLOXACIN	Solute carrier family 22 member 6
OFLOXACIN	Canalicular multispecific organic anion transporter 1
OFLOXACIN	Solute carrier family 22 member 4
OFLOXACIN	Bile salt export pump
ITRACONAZOLE	P-glycoprotein 1
ITRACONAZOLE	ATP-binding cassette sub-family G member 2
ITRACONAZOLE	Solute carrier organic anion transporter family member 2B1
ARSENIC TRIOXIDE	Canalicular multispecific organic anion transporter 1
ARSENIC TRIOXIDE	P-glycoprotein 1
PHENOBARBITAL	P-glycoprotein 1
PHENOBARBITAL	Canalicular multispecific organic anion transporter 2
PHENOBARBITAL	Bile salt export pump
PHENOBARBITAL	Multidrug resistance-associated protein 1
PHENOBARBITAL	Solute carrier organic anion transporter family member 2A1
PHENOBARBITAL	Canalicular multispecific organic anion transporter 1
ESCITALOPRAM	P-glycoprotein 1
IDARUBICIN	Multidrug resistance-associated protein 1
PROPAFENONE	P-glycoprotein 1
NALOXONE	Solute carrier organic anion transporter family member 1A2
NALOXONE	P-glycoprotein 1
DOMPERIDONE	P-glycoprotein 1
CLINDAMYCIN	P-glycoprotein 1
ACEBUTOLOL	P-glycoprotein 1
FLECAINIDE	P-glycoprotein 1
FLECAINIDE	Multidrug and toxin extrusion protein 1
ESTRAMUSTINE	P-glycoprotein 1
CAPTOPRIL	P-glycoprotein 1
CAPTOPRIL	Solute carrier family 15 member 1
CAPTOPRIL	Solute carrier family 22 member 6
TUBOCURARINE	Solute carrier family 22 member 1
TUBOCURARINE	Solute carrier family 22 member 2
BROMOCRIPTINE	P-glycoprotein 1
LEVETIRACETAM	P-glycoprotein 1
NADOLOL	P-glycoprotein 1
NADOLOL	POU domain, class 2, transcription factor 1
NADOLOL	POU domain, class 2, transcription factor 2
NADOLOL	Multidrug and toxin extrusion protein 1
NADOLOL	Multidrug and toxin extrusion protein 2
MITOXANTRONE	P-glycoprotein 1
MITOXANTRONE	Multidrug resistance-associated protein 1
MITOXANTRONE	ATP-binding cassette sub-family G member 2
SPARFLOXACIN	Solute carrier family 22 member 5
SPARFLOXACIN	Canalicular multispecific organic anion transporter 1
SPARFLOXACIN	P-glycoprotein 1
CLARITHROMYCIN	Solute carrier family 22 member 7
CLARITHROMYCIN	P-glycoprotein 1
CLARITHROMYCIN	Bile salt export pump
CLARITHROMYCIN	Solute carrier organic anion transporter family member 1B1
CLARITHROMYCIN	Solute carrier organic anion transporter family member 1B3
CEFTRIAXONE	Solute carrier family 15 member 1
CEFTRIAXONE	Solute carrier family 15 member 2
CEFTRIAXONE	Solute carrier family 22 member 6
CEFTRIAXONE	Solute carrier family 22 member 8
CEFTRIAXONE	Solute carrier family 22 member 11
CEFTRIAXONE	P-glycoprotein 1
FINASTERIDE	Solute carrier family 12 member 5
ANASTROZOLE	P-glycoprotein 1
BUDESONIDE	Bile salt export pump
BUDESONIDE	P-glycoprotein 1
BUDESONIDE	Solute carrier organic anion transporter family member 1A2
BUDESONIDE	Solute carrier family 22 member 8
QUETIAPINE	P-glycoprotein 1
PACLITAXEL	Bile salt export pump
PACLITAXEL	P-glycoprotein 1
PACLITAXEL	Multidrug resistance-associated protein 1
PACLITAXEL	Multidrug resistance-associated protein 7
PACLITAXEL	Solute carrier organic anion transporter family member 1B3
PACLITAXEL	Canalicular multispecific organic anion transporter 1
SAQUINAVIR	P-glycoprotein 1
SAQUINAVIR	Solute carrier family 22 member 1
SAQUINAVIR	Solute carrier organic anion transporter family member 1A2
SAQUINAVIR	ATP-binding cassette sub-family G member 2
SAQUINAVIR	Solute carrier organic anion transporter family member 1B1
SAQUINAVIR	Multidrug resistance-associated protein 1
SAQUINAVIR	Canalicular multispecific organic anion transporter 1
SAQUINAVIR	Solute carrier organic anion transporter family member 2B1
SAQUINAVIR	Bile salt export pump
METOCLOPRAMIDE	P-glycoprotein 1
DEXAMETHASONE	P-glycoprotein 1
DEXAMETHASONE	Solute carrier family 22 member 8
DEXAMETHASONE	Bile salt export pump
DEXAMETHASONE	Canalicular multispecific organic anion transporter 1
DEXAMETHASONE	ATP-binding cassette sub-family G member 2
DEXAMETHASONE	Solute carrier organic anion transporter family member 1A2
LEVODOPA	Solute carrier family 15 member 1
LEVODOPA	Monocarboxylate transporter 10
LEVODOPA	Large neutral amino acids transporter small subunit 1
LEVODOPA	Large neutral amino acids transporter small subunit 2
BROMODIPHENHYDRAMINE	Solute carrier family 22 member 6
ARIPIPRAZOLE	P-glycoprotein 1
ARIPIPRAZOLE	ATP-binding cassette sub-family G member 2
CHLORPROTHIXENE	P-glycoprotein 1
CLOMIPRAMINE	P-glycoprotein 1
BEPRIDIL	P-glycoprotein 1
DOCETAXEL	P-glycoprotein 1
DOCETAXEL	Multidrug resistance-associated protein 7
DOCETAXEL	Solute carrier organic anion transporter family member 1B3
DOCETAXEL	Solute carrier family 22 member 7
DOCETAXEL	ATP-binding cassette sub-family G member 2
DOCETAXEL	Canalicular multispecific organic anion transporter 1
DOCETAXEL	Multidrug resistance-associated protein 1
OLSALAZINE	Solute carrier family 2, facilitated glucose transporter member 9
OLSALAZINE	Solute carrier family 22 member 6
OLSALAZINE	Solute carrier family 22 member 8
OLSALAZINE	Sodium-dependent phosphate transporter 1
