0	1
ARIPIPRAZOLE	Dopamine D1 receptor
ARIPIPRAZOLE	Dopamine D4 receptor
ARIPIPRAZOLE	Dopamine D4 receptor
ARIPIPRAZOLE	Alpha-2B adrenergic receptor
ARIPIPRAZOLE	Alpha-2B adrenergic receptor
ARIPIPRAZOLE	5-hydroxytryptamine receptor 1E
ARIPIPRAZOLE	5-hydroxytryptamine receptor 1E
ARIPIPRAZOLE	Dopamine D5 receptor
ARIPIPRAZOLE	Dopamine D5 receptor
ARIPIPRAZOLE	Dopamine D5 receptor
ARIPIPRAZOLE	5-hydroxytryptamine receptor 2B
ARIPIPRAZOLE	5-hydroxytryptamine receptor 5A
ARIPIPRAZOLE	Beta-1 adrenergic receptor
ARIPIPRAZOLE	Beta-2 adrenergic receptor
ARIPIPRAZOLE	Histamine H2 receptor
ARIPIPRAZOLE	Histamine H3 receptor
ARIPIPRAZOLE	Histamine H4 receptor
ARIPIPRAZOLE	Muscarinic acetylcholine receptor M1
ARIPIPRAZOLE	Muscarinic acetylcholine receptor M2
ARIPIPRAZOLE	Muscarinic acetylcholine receptor M3
ARIPIPRAZOLE	Muscarinic acetylcholine receptor M4
ARIPIPRAZOLE	Muscarinic acetylcholine receptor M5
ARIPIPRAZOLE	Kappa-type opioid receptor
ARIPIPRAZOLE	Mu-type opioid receptor
ARIPIPRAZOLE	Delta-type opioid receptor
ARIPIPRAZOLE	Glutamate (NMDA) receptor
ARIPIPRAZOLE	Sodium-dependent dopamine transporter
ARIPIPRAZOLE	Sodium-dependent serotonin transporter
CHLORPROTHIXENE	Dopamine D2 receptor
CHLORPROTHIXENE	Dopamine D1 receptor
CHLORPROTHIXENE	Dopamine D3 receptor
CHLORPROTHIXENE	5-hydroxytryptamine receptor 2A
CHLORPROTHIXENE	Histamine H1 receptor
CHLORPROTHIXENE	Serotonin Receptors
CHLORPROTHIXENE	Muscarinic acetylcholine receptor M1
CHLORPROTHIXENE	Muscarinic acetylcholine receptor M2
CHLORPROTHIXENE	Muscarinic acetylcholine receptor M3
CHLORPROTHIXENE	Muscarinic acetylcholine receptor M4
CHLORPROTHIXENE	Muscarinic acetylcholine receptor M5
EPOPROSTENOL	Prostacyclin synthase
EPOPROSTENOL	P2Y purinoceptor 12
EPOPROSTENOL	Prostacyclin receptor
GEMFIBROZIL	Peroxisome proliferator-activated receptor alpha
GEMFIBROZIL	Solute carrier organic anion transporter family member 1B1
GEMFIBROZIL	Solute carrier family 22 member 8
GEMFIBROZIL	Solute carrier organic anion transporter family member 2B1
GEMFIBROZIL	Solute carrier organic anion transporter family member 1B3
CLOMIPRAMINE	Sodium-dependent serotonin transporter
CLOMIPRAMINE	5-hydroxytryptamine receptor 2A
CLOMIPRAMINE	5-hydroxytryptamine receptor 2B
CLOMIPRAMINE	5-hydroxytryptamine receptor 2C
CLOMIPRAMINE	Sodium-dependent noradrenaline transporter
CLOMIPRAMINE	Glutathione S-transferase P
BEPRIDIL	Voltage-dependent P/Q-type calcium channel subunit alpha-1A
BEPRIDIL	Voltage-dependent T-type calcium channel subunit alpha-1H
BEPRIDIL	Voltage-dependent calcium channel subunit alpha-2/delta-2
BEPRIDIL	Sodium/potassium-transporting ATPase subunit alpha-1
BEPRIDIL	Potassium voltage-gated channel subfamily KQT member 1
BEPRIDIL	Troponin C, slow skeletal and cardiac muscles
BEPRIDIL	Calmodulin
BEPRIDIL	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B
BEPRIDIL	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A
BEPRIDIL	Potassium voltage-gated channel subfamily H member 2
DECAMETHONIUM	Neuronal acetylcholine receptor subunit alpha-2
DECAMETHONIUM	Acetylcholinesterase
ALIMEMAZINE	Histamine H1 receptor
ISOCARBOXAZID	Amine oxidase [flavin-containing] A
ISOCARBOXAZID	Amine oxidase [flavin-containing] B
DOCETAXEL	Nuclear receptor subfamily 1 group I member 2
OLSALAZINE	Human Cyclooxygenases
OLSALAZINE	Thiopurine S-methyltransferase
OLSALAZINE	Xanthine dehydrogenase/oxidase
GLIQUIDONE	ATP-binding cassette sub-family C member 8
GLIQUIDONE	ATP-sensitive inward rectifier potassium channel 8
MITIGLINIDE	ATP-binding cassette sub-family C member 8
MITIGLINIDE	Peroxisome proliferator-activated receptor gamma
ERGOMETRINE	Alpha-1A adrenergic receptor
DASATINIB	Tyrosine-protein kinase ABL1
DASATINIB	Tyrosine-protein kinase ABL1
DASATINIB	Proto-oncogene tyrosine-protein kinase Src
DASATINIB	Proto-oncogene tyrosine-protein kinase Src
DASATINIB	Ephrin type-A receptor 2
DASATINIB	Tyrosine-protein kinase Lck
DASATINIB	Tyrosine-protein kinase Lck
DASATINIB	Tyrosine-protein kinase Yes
DASATINIB	Mast/stem cell growth factor receptor Kit
DASATINIB	Platelet-derived growth factor receptor beta
DASATINIB	Signal transducer and activator of transcription 5B
DASATINIB	Tyrosine-protein kinase ABL2
DASATINIB	Tyrosine-protein kinase Fyn
DASATINIB	Tyrosine-protein kinase Fyn
DASATINIB	Tyrosine-protein kinase BTK
DASATINIB	Nuclear receptor subfamily 4 group A member 3
DASATINIB	Breakpoint cluster region protein
DASATINIB	Tyrosine-protein kinase CSK
DASATINIB	Ephrin type-A receptor 5
DASATINIB	Ephrin type-B receptor 4
DASATINIB	Tyrosine-protein kinase Fgr
DASATINIB	Tyrosine-protein kinase FRK
DASATINIB	Heat shock cognate 71 kDa protein
DASATINIB	Tyrosine-protein kinase Lyn
DASATINIB	Mitogen-activated protein kinase kinase kinase MLT
DASATINIB	Mitogen-activated protein kinase 14
DASATINIB	Amidophosphoribosyltransferase
LISDEXAMFETAMINE	Trace amine-associated receptor 1
RETAPAMULIN	50S ribosomal protein L3
ECULIZUMAB	Complement C5
LAPATINIB	Epidermal growth factor receptor
LAPATINIB	Receptor tyrosine-protein kinase erbB-2
DESONIDE	Glucocorticoid receptor
SITAGLIPTIN	Dipeptidyl peptidase 4
DECITABINE	DNA
DECITABINE	DNA (cytosine-5)-methyltransferase 1
DECITABINE	DNA (cytosine-5)-methyltransferase 3A
DECITABINE	DNA (cytosine-5)-methyltransferase 3B
DECITABINE	Histone deacetylase
POSACONAZOLE	Cytochrome P450 51
DARUNAVIR	Human immunodeficiency virus type 1 protease
PALIPERIDONE	5-hydroxytryptamine receptor 2A
PALIPERIDONE	Dopamine D2 receptor
PALIPERIDONE	Dopamine D4 receptor
PALIPERIDONE	Dopamine D3 receptor
PALIPERIDONE	5-hydroxytryptamine receptor 2C
PALIPERIDONE	Histamine H1 receptor
PALIPERIDONE	Alpha-1A adrenergic receptor
PALIPERIDONE	Alpha-1B adrenergic receptor
PALIPERIDONE	5-hydroxytryptamine receptor 1D
PALIPERIDONE	Alpha-2A adrenergic receptor
PALIPERIDONE	Alpha-2B adrenergic receptor
PALIPERIDONE	Alpha-2C adrenergic receptor
PALIPERIDONE	5-hydroxytryptamine receptor 1A
PALIPERIDONE	Dopamine D1 receptor
SUNITINIB	Platelet-derived growth factor receptor beta
SUNITINIB	Vascular endothelial growth factor receptor 1
SUNITINIB	Mast/stem cell growth factor receptor Kit
SUNITINIB	Vascular endothelial growth factor receptor 2
SUNITINIB	Vascular endothelial growth factor receptor 3
SUNITINIB	Receptor-type tyrosine-protein kinase FLT3
SUNITINIB	Macrophage colony-stimulating factor 1 receptor
SUNITINIB	Platelet-derived growth factor receptor alpha
SUNITINIB	Hepatocyte growth factor receptor
PANITUMUMAB	Epidermal growth factor receptor
RANIBIZUMAB	Vascular endothelial growth factor A
ALGLUCOSIDASE ALFA	Cation-dependent mannose-6-phosphate receptor
ALGLUCOSIDASE ALFA	Glycogen
VARENICLINE	Neuronal acetylcholine receptor subunit alpha-4
VARENICLINE	Neuronal acetylcholine receptor subunit alpha-7
VARENICLINE	Neuronal acetylcholine receptor subunit alpha-3
VARENICLINE	Neuronal acetylcholine receptor subunit alpha-6
VARENICLINE	Neuronal acetylcholine receptor subunit beta-2
ARFORMOTEROL	Beta-2 adrenergic receptor
HYDRALAZINE	Membrane primary amine oxidase
HYDRALAZINE	Hypoxia-inducible factor 1-alpha
HYDRALAZINE	Prolyl 4-hydroxylase subunit alpha-1
EXENATIDE	Glucagon-like peptide 1 receptor
MECASERMIN	Insulin-like growth factor 1 receptor
PRAMLINTIDE	Calcitonin receptor
PRAMLINTIDE	Receptor activity-modifying protein 1
PRAMLINTIDE	Receptor activity-modifying protein 2
PRAMLINTIDE	Receptor activity-modifying protein 3
NELARABINE	DNA
NELARABINE	DNA polymerase alpha catalytic subunit
NELARABINE	DNA ligase 1
NELARABINE	DNA primase small subunit
NELARABINE	Ribonucleoside-diphosphate reductase large subunit
ABATACEPT	T-lymphocyte activation antigen CD80
ABATACEPT	T-lymphocyte activation antigen CD86
ABATACEPT	Cytotoxic T-lymphocyte protein 4
CARBETOCIN	Oxytocin receptor
LUMIRACOXIB	Prostaglandin G/H synthase 2
LUMIRACOXIB	Prostaglandin G/H synthase 1
TETRACOSACTIDE	Adrenocorticotropic hormone receptor
CORTICOTROPIN	Adrenocorticotropic hormone receptor
CORTICOTROPIN	Corticoliberin
FENOTEROL	Beta-2 adrenergic receptor
FENOTEROL	Beta-1 adrenergic receptor
FENOTEROL	Beta-3 adrenergic receptor
GLISOXEPIDE	ATP-sensitive inward rectifier potassium channel 8
GLISOXEPIDE	Insulin
PIRBUTEROL	Beta-2 adrenergic receptor
PIRBUTEROL	Beta-1 adrenergic receptor
BEVANTOLOL	Beta-1 adrenergic receptor
BEVANTOLOL	Beta-2 adrenergic receptor
BEVANTOLOL	Alpha-1A adrenergic receptor
GLUCOSAMINE	Interferon gamma
GLUCOSAMINE	Transcription factor p65
PRACTOLOL	Beta-1 adrenergic receptor
SULFACYTINE	Dihydropteroate synthase
SULFADOXINE	Bifunctional dihydrofolate reductase-thymidylate synthase
ROLITETRACYCLINE	30S ribosomal protein S9
ROLITETRACYCLINE	16S ribosomal RNA
OXTRIPHYLLINE	cGMP-inhibited 3',5'-cyclic phosphodiesterase A
OXTRIPHYLLINE	cAMP-specific 3',5'-cyclic phosphodiesterase 4A
OXTRIPHYLLINE	Adenosine receptor A2a
OXTRIPHYLLINE	Adenosine receptor A1
OXTRIPHYLLINE	Histone deacetylase 2
INSULIN ASPART	Insulin receptor
INSULIN ASPART	Insulin-like growth factor 1 receptor
INSULIN DETEMIR	Insulin receptor
INSULIN DETEMIR	Insulin-like growth factor 1 receptor
INSULIN GLULISINE	Insulin receptor
INSULIN GLULISINE	Insulin-like growth factor 1 receptor
FOSAMPRENAVIR	Human immunodeficiency virus type 1 protease
FOSPHENYTOIN	Sodium channel protein type 5 subunit alpha
JOSAMYCIN	50S ribosomal protein L4
POLYTHIAZIDE	Solute carrier family 12 member 3
QUINETHAZONE	Solute carrier family 12 member 1
QUINETHAZONE	Solute carrier family 12 member 2
QUINETHAZONE	Solute carrier family 12 member 3
QUINETHAZONE	Carbonic anhydrase 1
QUINETHAZONE	Carbonic anhydrase 2
CEFAMANDOLE	Penicillin-binding protein 2
CEFAZOLIN	Penicillin-binding protein 1A
CEFAZOLIN	Penicillin-binding protein 1B
CEFAZOLIN	Penicillin-binding protein 1C
CEFAZOLIN	Penicillin-binding protein 2
CEFAZOLIN	Peptidoglycan synthase FtsI
CEFAZOLIN	Serum paraoxonase/arylesterase 1
CEFAZOLIN	Interleukin-15
CEFAZOLIN	Interleukin-2
CEFONICID	Penicillin-binding protein 1A
CEFONICID	Peptidoglycan synthase FtsI
CEFONICID	Penicillin-binding protein 1B
CEFONICID	D-alanyl-D-alanine carboxypeptidase DacB
CEFONICID	Penicillin-binding protein 2
CEFOPERAZONE	Peptidoglycan synthase FtsI
CEFOPERAZONE	Penicillin-binding protein 1B
CEFOPERAZONE	Penicillin-binding protein 2
CEFOPERAZONE	Penicillin-binding protein 1A
CEFOPERAZONE	Penicillin-binding protein 1B
CEFOPERAZONE	D-alanyl-D-alanine carboxypeptidase DacC
CEFOPERAZONE	Penicillin-binding protein 1A
CEFOPERAZONE	D-alanyl-D-alanine carboxypeptidase DacA
CEFOPERAZONE	D-alanyl-D-alanine carboxypeptidase DacB
CEFOTETAN	Penicillin-binding protein 3
CEFOXITIN	D-alanyl-D-alanine carboxypeptidase DacC
CEFOXITIN	D-alanyl-D-alanine carboxypeptidase DacA
CEFOXITIN	D-alanyl-D-alanine endopeptidase
CEFOXITIN	D-alanyl-D-alanine carboxypeptidase DacB
CEFOXITIN	Penicillin-binding protein 1A
CEFOXITIN	Penicillin-binding protein 1B
CEFOXITIN	Peptidoglycan synthase FtsI
CEFOXITIN	Penicillin-binding protein 3
CEFOXITIN	Penicillin-binding protein 1b
CEFOXITIN	Penicillin-binding protein 2a
CEFOXITIN	Penicillin-binding protein 1A
CEFOXITIN	Penicillin-binding protein 2B
CEFTIZOXIME	Penicillin-binding protein 1A
CEFTIZOXIME	Penicillin-binding protein 1B
CEFTIZOXIME	Peptidoglycan transpeptidase
CEFTIZOXIME	D-alanyl-D-alanine carboxypeptidase DacC
CEFRADINE	Penicillin-binding protein 1A
METOCURINE	Neuronal acetylcholine receptor subunit alpha-2
METOCURINE	Muscarinic acetylcholine receptor M2
PANCURONIUM	Neuronal acetylcholine receptor subunit alpha-2
PANCURONIUM	Muscarinic acetylcholine receptor M2
PANCURONIUM	Muscarinic acetylcholine receptor M3
PIPECURONIUM	Neuronal acetylcholine receptor subunit alpha-2
PIPECURONIUM	Muscarinic acetylcholine receptor M2
PIPECURONIUM	Muscarinic acetylcholine receptor M3
VECURONIUM	Neuronal acetylcholine receptor subunit alpha-2
CILAZAPRIL	Angiotensin-converting enzyme
DIHYDROQUINIDINE BARBITURATE	Gamma-aminobutyric acid receptor subunit alpha-1
FORASARTAN	Type-1 angiotensin II receptor
TOLEVAMER	Potassium
QUINIDINE BARBITURATE	Gamma-aminobutyric acid receptor subunit alpha-1
QUINIDINE BARBITURATE	Gamma-aminobutyric acid receptor subunit alpha-2
QUINIDINE BARBITURATE	Sodium channel protein type 5 subunit alpha
QUINIDINE BARBITURATE	Potassium channel subfamily K member 1
QUINIDINE BARBITURATE	Glutamate receptor 2
SAPRISARTAN	Type-1 angiotensin II receptor
SPIRAPRIL	Angiotensin-converting enzyme
TASOSARTAN	Type-1 angiotensin II receptor
TASOSARTAN	Type-2 angiotensin II receptor
AMOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-1
AMOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-2
AMOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-3
AMOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-4
AMOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-5
AMOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-6
AMOBARBITAL	Neuronal acetylcholine receptor subunit alpha-4
AMOBARBITAL	Neuronal acetylcholine receptor subunit alpha-7
AMOBARBITAL	Glutamate receptor 2
AMOBARBITAL	Glutamate receptor ionotropic, kainate 2
APROBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-1
APROBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-2
APROBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-3
APROBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-4
APROBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-5
APROBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-6
APROBARBITAL	Neuronal acetylcholine receptor subunit alpha-4
APROBARBITAL	Neuronal acetylcholine receptor subunit alpha-7
APROBARBITAL	Glutamate receptor 2
APROBARBITAL	Glutamate receptor ionotropic, kainate 2
BUTOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-2
BUTOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-3
BUTOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-4
BUTOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-5
BUTOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-6
BUTOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-1
BUTOBARBITAL	Neuronal acetylcholine receptor subunit alpha-4
BUTOBARBITAL	Neuronal acetylcholine receptor subunit alpha-7
BUTOBARBITAL	Glutamate receptor 2
BUTOBARBITAL	Glutamate receptor ionotropic, kainate 2
HEPTABARBITAL	Gamma-aminobutyric acid receptor subunit alpha-1
HEPTABARBITAL	Gamma-aminobutyric acid receptor subunit alpha-2
HEPTABARBITAL	Gamma-aminobutyric acid receptor subunit alpha-3
HEPTABARBITAL	Gamma-aminobutyric acid receptor subunit alpha-4
HEPTABARBITAL	Gamma-aminobutyric acid receptor subunit alpha-5
HEPTABARBITAL	Gamma-aminobutyric acid receptor subunit alpha-6
HEPTABARBITAL	Neuronal acetylcholine receptor subunit alpha-4
HEPTABARBITAL	Neuronal acetylcholine receptor subunit alpha-7
HEPTABARBITAL	Glutamate receptor 2
HEPTABARBITAL	Glutamate receptor ionotropic, kainate 2
HEXOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-2
HEXOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-3
HEXOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-4
HEXOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-5
HEXOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-6
HEXOBARBITAL	Gamma-aminobutyric acid receptor subunit alpha-1
HEXOBARBITAL	Neuronal acetylcholine receptor subunit alpha-4
HEXOBARBITAL	Neuronal acetylcholine receptor subunit alpha-7
HEXOBARBITAL	Glutamate receptor 2
HEXOBARBITAL	Glutamate receptor ionotropic, kainate 2
LITHIUM CATION	Glycogen synthase kinase-3 beta
LITHIUM CATION	Inositol monophosphatase 1
LITHIUM CATION	Inositol monophosphatase 2
LITHIUM CATION	Glutamate receptor 3
MESTRANOL	Estrogen receptor alpha
PENBUTOLOL	Beta-1 adrenergic receptor
PENBUTOLOL	Beta-1 adrenergic receptor
PENBUTOLOL	Beta-2 adrenergic receptor
PENBUTOLOL	Beta-2 adrenergic receptor
PENBUTOLOL	5-hydroxytryptamine receptor 1A
PENBUTOLOL	5-hydroxytryptamine receptor 1B
EPHEDRA SINICA ROOT	Sodium-dependent dopamine transporter
EPHEDRA SINICA ROOT	Sodium-dependent noradrenaline transporter
EPHEDRA SINICA ROOT	Alpha-2A adrenergic receptor
EPHEDRA SINICA ROOT	Alpha-2B adrenergic receptor
EPHEDRA SINICA ROOT	Alpha-2C adrenergic receptor
EPHEDRA SINICA ROOT	Amine oxidase [flavin-containing] A
EPHEDRA SINICA ROOT	Amine oxidase [flavin-containing] B
EPHEDRA SINICA ROOT	Beta-1 adrenergic receptor
EPHEDRA SINICA ROOT	Beta-2 adrenergic receptor
EPHEDRA SINICA ROOT	Beta-3 adrenergic receptor
EPHEDRA SINICA ROOT	Sodium-dependent serotonin transporter
EPHEDRA SINICA ROOT	Synaptic vesicular amine transporter
EPHEDRA SINICA ROOT	Chromaffin granule amine transporter
EPHEDRINE	Alpha-1A adrenergic receptor
EPHEDRINE	Beta-1 adrenergic receptor
EPHEDRINE	Beta-2 adrenergic receptor
EPHEDRINE	Sodium-dependent noradrenaline transporter
MEPHENTERMINE	Alpha adrenergic receptor
MEPHENTERMINE	Beta adrenergic receptor
PROCATEROL	Beta-2 adrenergic receptor
RASAGILINE	Amine oxidase [flavin-containing] B
RASAGILINE	Apoptosis regulator Bcl-2
QUINUPRISTIN	23S ribosomal RNA
QUINUPRISTIN	50S ribosomal protein L10
QUINUPRISTIN	50S ribosomal protein L22
ALUMINIUM	Kallikrein-1
ALUMINIUM	Sodium/potassium-transporting ATPase subunit alpha-1
CALCIUM	Voltage-dependent L-type calcium channel subunit alpha-1C
CALCIUM	Calcium-transporting ATPase type 2C member 1
CALCIUM	Troponin C, skeletal muscle
CALCIUM	Troponin C, slow skeletal and cardiac muscles
CALCIUM	Spectrin beta chain, non-erythrocytic 1
ALUMINIUM MONOSTEARATE	Troponin C, slow skeletal and cardiac muscles
ALUMINIUM MONOSTEARATE	Voltage-dependent anion-selective channel protein 1
ALUMINIUM MONOSTEARATE	Voltage-dependent anion-selective channel protein 2
ALUMINIUM MONOSTEARATE	Voltage-dependent anion-selective channel protein 3
CORTISONE ACETATE	Glucocorticoid receptor
CORTISONE ACETATE	Annexin A1
GINKGO BILOBA	Sodium-dependent noradrenaline transporter
GINKGO BILOBA	Phospholipase A2, membrane associated
GINKGO BILOBA	Glycine receptor subunit alpha-1
GINKGO BILOBA	Gamma-aminobutyric acid receptor subunit alpha-1
GINKGO BILOBA	Gamma-aminobutyric acid receptor subunit beta-2
GINKGO BILOBA	Gamma-aminobutyric acid receptor subunit gamma-2
GINKGO BILOBA	Amine oxidase [flavin-containing] A
GINKGO BILOBA	Nitric oxide synthase, inducible
GLYMIDINE	ATP-sensitive inward rectifier potassium channel 1
GLYMIDINE	ATP-binding cassette sub-family C member 8
PARAMETHASONE	Glucocorticoid receptor
MIBEFRADIL	Voltage-dependent T-type calcium channel subunit alpha-1G
MIBEFRADIL	Voltage-dependent T-type calcium channel subunit alpha-1H
MIBEFRADIL	Voltage-dependent L-type calcium channel subunit alpha-1C
MIBEFRADIL	Voltage-dependent L-type calcium channel subunit alpha-1D
MIBEFRADIL	Voltage-dependent L-type calcium channel subunit alpha-1F
MIBEFRADIL	Voltage-dependent T-type calcium channel subunit alpha-1I
MIBEFRADIL	Voltage-dependent L-type calcium channel subunit alpha-1S
MIBEFRADIL	Voltage-dependent L-type calcium channel subunit beta-1
MIBEFRADIL	Voltage-dependent L-type calcium channel subunit beta-2
MIBEFRADIL	Voltage-dependent L-type calcium channel subunit beta-3
MIBEFRADIL	Voltage-dependent L-type calcium channel subunit beta-4
SODIUM BICARBONATE	Hydrogen ions
YOHIMBINE	Alpha-2A adrenergic receptor
YOHIMBINE	Alpha-2B adrenergic receptor
YOHIMBINE	Alpha-2C adrenergic receptor
YOHIMBINE	5-hydroxytryptamine receptor 1A
YOHIMBINE	5-hydroxytryptamine receptor 1B
YOHIMBINE	5-hydroxytryptamine receptor 1D
YOHIMBINE	Dopamine D2 receptor
YOHIMBINE	Dopamine D3 receptor
YOHIMBINE	5-hydroxytryptamine receptor 2A
YOHIMBINE	5-hydroxytryptamine receptor 2C
YOHIMBINE	ATP-sensitive potassium channel
YOHIMBINE	5-hydroxytryptamine receptor 2B
BEZAFIBRATE	Peroxisome proliferator-activated receptor delta
BEZAFIBRATE	Peroxisome proliferator-activated receptor gamma
BEZAFIBRATE	Peroxisome proliferator-activated receptor alpha
BEZAFIBRATE	Nuclear receptor subfamily 1 group I member 2
BEZAFIBRATE	Retinoic acid receptor RXR-alpha
BEZAFIBRATE	Retinoic acid receptor RXR-beta
BEZAFIBRATE	Retinoic acid receptor RXR-gamma
COLCHICINE	Tubulin beta chain
COLCHICINE	Tubulin beta chain
DROSPIRENONE	Mineralocorticoid receptor
DROSPIRENONE	Androgen receptor
DROSPIRENONE	Progesterone receptor
DROSPIRENONE	Glucocorticoid receptor
DIGITOXIN	Sodium/potassium-transporting ATPase subunit alpha-1
MAGNESIUM SALICYLATE	Prostaglandin G/H synthase 2
MAGNESIUM SALICYLATE	Prostaglandin G/H synthase 1
SALSALATE	Prostaglandin G/H synthase 2
SALSALATE	Prostaglandin G/H synthase 1
NEOSTIGMINE	Acetylcholinesterase
CHOLINE MAGNESIUM TRISALICYLATE	Prostaglandin G/H synthase 1
CHOLINE MAGNESIUM TRISALICYLATE	Prostaglandin G/H synthase 2
METHOTRIMEPRAZINE	Dopamine D2 receptor
METHOTRIMEPRAZINE	Dopamine D1 receptor
METHOTRIMEPRAZINE	Dopamine D5 receptor
METHOTRIMEPRAZINE	Dopamine D3 receptor
METHOTRIMEPRAZINE	Dopamine D4 receptor
METHOTRIMEPRAZINE	5-hydroxytryptamine receptor 2A
METHOTRIMEPRAZINE	5-hydroxytryptamine receptor 2C
METHOTRIMEPRAZINE	Histamine H1 receptor
METHOTRIMEPRAZINE	Muscarinic acetylcholine receptor M1
METHOTRIMEPRAZINE	Muscarinic acetylcholine receptor M2
METHOTRIMEPRAZINE	Muscarinic acetylcholine receptor M3
METHOTRIMEPRAZINE	Muscarinic acetylcholine receptor M4
METHOTRIMEPRAZINE	Muscarinic acetylcholine receptor M5
METHOTRIMEPRAZINE	Alpha-1A adrenergic receptor
METHOTRIMEPRAZINE	Alpha-1B adrenergic receptor
METHOTRIMEPRAZINE	Alpha-1D adrenergic receptor
METHOTRIMEPRAZINE	Alpha-2A adrenergic receptor
METHOTRIMEPRAZINE	Alpha-2B adrenergic receptor
METHOTRIMEPRAZINE	Alpha-2C adrenergic receptor
GINSENG	Aryl hydrocarbon receptor
GINSENG	Interleukin-6
GINSENG	Prostaglandin G/H synthase 2
TEMAFLOXACIN	DNA gyrase subunit A
TEMAFLOXACIN	DNA topoisomerase 4 subunit A
DANAZOL	Estrogen receptor alpha
DANAZOL	Androgen receptor
DANAZOL	Progesterone receptor
DANAZOL	Gonadotropin-releasing hormone receptor
DANAZOL	Putative gonadotropin-releasing hormone II receptor
DANAZOL	C-C motif chemokine 2
CLENBUTEROL	Beta-2 adrenergic receptor
CLENBUTEROL	Beta-1 adrenergic receptor
CLENBUTEROL	Beta-3 adrenergic receptor
CLENBUTEROL	Beta-nerve growth factor
CLENBUTEROL	Tumor necrosis factor
BAMBUTEROL	Beta-2 adrenergic receptor
BAMBUTEROL	Cholinesterase
TIOTROPIUM	Muscarinic acetylcholine receptor M3
TIOTROPIUM	Muscarinic acetylcholine receptor M1
TIOTROPIUM	Muscarinic acetylcholine receptor M2
CICLESONIDE	Glucocorticoid receptor
PRANLUKAST	Cysteinyl leukotriene receptor 1
PRANLUKAST	Tumor necrosis factor
PRANLUKAST	Interleukin-5
PRANLUKAST	Eosinophil cationic protein
PRANLUKAST	Nuclear factor NF-kappa-B p105 subunit
PRANLUKAST	Mucin-2
PRANLUKAST	Nuclear factor NF-kappa-B
THEOBROMINE	Adenosine receptor A1
THEOBROMINE	Adenosine receptor A2a
THEOBROMINE	cAMP-specific 3',5'-cyclic phosphodiesterase 4B
CEFEPIME	Penicillin-binding protein 1A
CEFEPIME	Penicillin-binding protein 1B
CEFEPIME	Penicillin-binding protein 2
CEFEPIME	Peptidoglycan synthase FtsI
CEFEPIME	Penicillin-binding protein 1B
CEFEPIME	Penicillin-binding protein 3
CEFEPIME	Penicillin-binding protein 2
CEFACETRILE	Penicillin-binding protein 1A
CEFACETRILE	Penicillin-binding protein 1B
CEFTIBUTEN	Peptidoglycan synthase FtsI
CEFTIBUTEN	Penicillin-binding protein 1A
CEFTIBUTEN	Penicillin-binding protein 1B
CEFTIBUTEN	Penicillin-binding protein 2
CEFPODOXIME	Peptidoglycan synthase FtsI
ACENOCOUMAROL	Vitamin K epoxide reductase complex subunit 1
ANTRAFENINE	Prostaglandin G/H synthase 1
ANTRAFENINE	Prostaglandin G/H synthase 2
TESTOSTERONE PROPIONATE	Androgen receptor
PAROMOMYCIN	30S ribosomal protein S10
PAROMOMYCIN	16S ribosomal RNA
PAROMOMYCIN	40S ribosomal protein SA
PAROMOMYCIN	60S ribosomal protein L10-like
NITROXOLINE	Methionine aminopeptidase 2
NITROXOLINE	Magnesium cation
NITROXOLINE	Manganese cation
ALIZAPRIDE	Dopamine D2 receptor
AJMALINE	Sodium channel protein type 5 subunit alpha
AMRINONE	cAMP-specific 3',5'-cyclic phosphodiesterase 4 (PDE4)
AMRINONE	cAMP-specific 3',5'-cyclic phosphodiesterase 3
AMRINONE	cGMP-inhibited 3',5'-cyclic phosphodiesterase A
AMRINONE	cGMP-inhibited 3',5'-cyclic phosphodiesterase B
AMRINONE	Tumor necrosis factor
OXYBENZONE	Progesterone receptor
