0	1
LEVODOPA	Aromatic-L-amino-acid decarboxylase
SEVOFLURANE	Cytochrome P450 2B6
SEVOFLURANE	Cytochrome P450 2E1
SEVOFLURANE	Cytochrome P450 2A6
SEVOFLURANE	Cytochrome P450 3A4
ARIPIPRAZOLE	Cytochrome P450 3A4
ARIPIPRAZOLE	Cytochrome P450 3A7
ARIPIPRAZOLE	Cytochrome P450 3A5
ARIPIPRAZOLE	Cytochrome P450 2D6
GEMFIBROZIL	Cytochrome P450 2C8
GEMFIBROZIL	Cytochrome P450 2C19
GEMFIBROZIL	Cytochrome P450 2C9
GEMFIBROZIL	Cytochrome P450 1A2
GEMFIBROZIL	Cytochrome P450 3A4
GEMFIBROZIL	UDP-glucuronosyltransferase 2B7
GEMFIBROZIL	UDP-glucuronosyltransferase 1-1
GEMFIBROZIL	UDP-glucuronosyltransferase 1-3
GEMFIBROZIL	UDP-glucuronosyltransferase 1-9
GEMFIBROZIL	UDP-glucuronosyltransferase 2B4
GEMFIBROZIL	UDP-glucuronosyltransferase 2B17
CLOMIPRAMINE	Cytochrome P450 2D6
CLOMIPRAMINE	Cytochrome P450 2C19
CLOMIPRAMINE	Cytochrome P450 1A2
CLOMIPRAMINE	Cytochrome P450 3A4
BEPRIDIL	Cytochrome P450 2D6
BEPRIDIL	Cytochrome P450 3A4
DECAMETHONIUM	Cholinesterase
DOCETAXEL	Cytochrome P450 3A4
DOCETAXEL	Cytochrome P450 3A5
DOCETAXEL	Cytochrome P450 3A7
DOCETAXEL	Cytochrome P450 1B1
GLIQUIDONE	Cytochrome P450 2C9
MITIGLINIDE	UDP-glucuronosyltransferase 1-3
MITIGLINIDE	UDP-glucuronosyltransferase 2B7
ERGOMETRINE	Cytochrome P450 3A4
DASATINIB	Cytochrome P450 1A1
DASATINIB	Cytochrome P450 1A2
DASATINIB	Cytochrome P450 1B1
DASATINIB	Cytochrome P450 3A5
DASATINIB	Dimethylaniline monooxygenase [N-oxide-forming] 3
DASATINIB	Cytochrome P450 3A4
RETAPAMULIN	Cytochrome P450 3A4
LAPATINIB	Cytochrome P450 3A4
LAPATINIB	Cytochrome P450 3A5
LAPATINIB	Cytochrome P450 2C8
LAPATINIB	Cytochrome P450 2C19
DESONIDE	Cytochrome P450 3A4
SITAGLIPTIN	Cytochrome P450 3A4
SITAGLIPTIN	Cytochrome P450 2C8
DECITABINE	UMP-CMP kinase
DECITABINE	Nucleoside diphosphokinase
DECITABINE	Deoxycytidine kinase
DECITABINE	Cytidine deaminase
POSACONAZOLE	Cytochrome P450 3A4
DARUNAVIR	Cytochrome P450 2D6
DARUNAVIR	Cytochrome P450 3A4
PALIPERIDONE	Cytochrome P450 3A4
PALIPERIDONE	Cytochrome P450 2D6
PALIPERIDONE	Cytochrome P450 3A5
SUNITINIB	Cytochrome P450 3A4
SUNITINIB	Cytochrome P450 3A5
SUNITINIB	Cytochrome P450 3A7
ARFORMOTEROL	Cytochrome P450 2D6
ARFORMOTEROL	Cytochrome P450 2C19
ARFORMOTEROL	Cytochrome P450 2C9
ARFORMOTEROL	Cytochrome P450 2A6
HYDRALAZINE	Cytochrome P450 3A4
EXENATIDE	Dipeptidyl peptidase 4
NELARABINE	Adenosine deaminase
NELARABINE	Deoxycytidine kinase
NELARABINE	Deoxyguanosine kinase, mitochondrial
LUMIRACOXIB	Cytochrome P450 2C19
LUMIRACOXIB	UDP-glucuronosyltransferase 1-9
LUMIRACOXIB	Cytochrome P450 1A2
LUMIRACOXIB	Cytochrome P450 2C9
CORTICOTROPIN	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2
CORTICOTROPIN	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial
CORTICOTROPIN	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial
CORTICOTROPIN	Cytochrome P450 3A4
GLISOXEPIDE	Cytochrome P450 2C9
BEVANTOLOL	Cytochrome P450 2D6
PRACTOLOL	Cytochrome P450 2D6
OXTRIPHYLLINE	Cytochrome P450 1A2
INSULIN ASPART	Cytochrome P450 1A2
INSULIN DETEMIR	Cytochrome P450 1A2
INSULIN DETEMIR	Insulin-degrading enzyme
INSULIN GLULISINE	Cytochrome P450 1A2
FOSAMPRENAVIR	Cytochrome P450 3A4
FOSPHENYTOIN	Cytochrome P450 1A2
FOSPHENYTOIN	UDP-glucuronosyltransferase 1-6
FOSPHENYTOIN	UDP-glucuronosyltransferase 1-9
FOSPHENYTOIN	Cytochrome P450 2C19
FOSPHENYTOIN	Cytochrome P450 2B6
FOSPHENYTOIN	Cytochrome P450 2C9
FOSPHENYTOIN	Cytochrome P450 3A4
ST. JOHN'S WORT	Cytochrome P450 3A4
ST. JOHN'S WORT	Cytochrome P450 2D6
ST. JOHN'S WORT	Cytochrome P450 2C19
CEFAZOLIN	Thiopurine S-methyltransferase
CEFOXITIN	Beta-lactamase
CEFRADINE	Cytochrome P450 3A4
PANCURONIUM	Cholinesterase
PIPECURONIUM	Cholinesterase
TASOSARTAN	Cytochrome P450 3A4
APROBARBITAL	Cytochrome P450 3A4
HEXOBARBITAL	Cytochrome P450 2C19
HEXOBARBITAL	Cytochrome P450 2C9
HEXOBARBITAL	Prostaglandin G/H synthase 1
MESTRANOL	Cytochrome P450 3A4
MESTRANOL	Cytochrome P450 2C8
MESTRANOL	Cytochrome P450 2C9
PENBUTOLOL	Cytochrome P450 2D6
EPHEDRINE	Cholinesterase
EPHEDRINE	Acetylcholinesterase
RASAGILINE	Cytochrome P450 1A2
QUINUPRISTIN	Cytochrome P450 3A4
CORTISONE ACETATE	Cytochrome P450 3A4
CORTISONE ACETATE	Cytochrome P450 3A5
GINKGO BILOBA	Cytochrome P450 2C9
GINKGO BILOBA	Cytochrome P450 3A4
GINKGO BILOBA	Cytochrome P450 1B1
GINKGO BILOBA	Cytochrome P450 1A1
GINKGO BILOBA	Cytochrome P450 1A2
PARAMETHASONE	Cytochrome P450 3A4
PARAMETHASONE	Cytochrome P450 3A5
MIBEFRADIL	Cytochrome P450 11B1, mitochondrial
MIBEFRADIL	Cytochrome P450 11B2, mitochondrial
MIBEFRADIL	Cytochrome P450 3A4
MIBEFRADIL	Cytochrome P450 1A2
MIBEFRADIL	Cytochrome P450 2D6
MIBEFRADIL	Cytochrome P450 3A5
MIBEFRADIL	Cytochrome P450 3A7
YOHIMBINE	Cytochrome P450 2D6
YOHIMBINE	Cytochrome P450 3A4
BEZAFIBRATE	Cytochrome P450 1A1
BEZAFIBRATE	Cytochrome P450 2C8
BEZAFIBRATE	Cytochrome P450 3A4
COLCHICINE	Cytochrome P450 3A4
COLCHICINE	Cytochrome P450 2B6
COLCHICINE	Cytochrome P450 2C8
COLCHICINE	Cytochrome P450 2E1
DROSPIRENONE	Prostaglandin G/H synthase 2
DROSPIRENONE	Serum paraoxonase/arylesterase 1
DROSPIRENONE	Cytochrome P450 3A4
DIGITOXIN	Cholesterol side-chain cleavage enzyme, mitochondrial
DIGITOXIN	Cytochrome P450 3A4
NEOSTIGMINE	Cholinesterase
METHOTRIMEPRAZINE	Cytochrome P450 2E1
METHOTRIMEPRAZINE	Cytochrome P450 2D6
TEMAFLOXACIN	Cytochrome P450 1A2
DANAZOL	Cytochrome P450 3A4
DANAZOL	Cytochrome P450 19A1
CLENBUTEROL	Cytochrome P450 1A1
BAMBUTEROL	Cholinesterase
TIOTROPIUM	Cytochrome P450 2D6
TIOTROPIUM	Cytochrome P450 3A4
CICLESONIDE	Liver carboxylesterase 1
CICLESONIDE	Cytochrome P450 3A4
CICLESONIDE	Cytochrome P450 2D6
PRANLUKAST	Cytochrome P450 2C9
PRANLUKAST	Cytochrome P450 3A4
THEOBROMINE	Cytochrome P450 1A2
THEOBROMINE	Cytochrome P450 2E1
ACENOCOUMAROL	Cytochrome P450 2C9
ACENOCOUMAROL	Cytochrome P450 1A2
ACENOCOUMAROL	Cytochrome P450 2C19
ACENOCOUMAROL	Cytochrome P450 3A4
TESTOSTERONE PROPIONATE	Catechol O-methyltransferase
TESTOSTERONE PROPIONATE	UDP-glucuronosyltransferase 1-1
TESTOSTERONE PROPIONATE	3-oxo-5-alpha-steroid 4-dehydrogenase
TESTOSTERONE PROPIONATE	Cytochrome P450 3A4
AMINOPHENAZONE	Cytochrome P450 2C9
AMINOPHENAZONE	Cytochrome P450 2D6
AMINOPHENAZONE	Cytochrome P450 3A4
AMINOPHENAZONE	Cytochrome P450 2C18
AMINOPHENAZONE	Steroid 17-alpha-hydroxylase/17,20 lyase
AMINOPHENAZONE	Cytochrome P450 2C19
AMINOPHENAZONE	Cytochrome P450 1A2
AMINOPHENAZONE	Cytochrome P450 2C8
APRINDINE	Cytochrome P450 2D6
ANTIPYRINE	Cytochrome P450 2A6
ANTIPYRINE	Cytochrome P450 2B6
ANTIPYRINE	Cytochrome P450 2C18
ANTIPYRINE	Cytochrome P450 2D6
ANTIPYRINE	Cytochrome P450 2E1
ANTIPYRINE	Cytochrome P450 2C8
ANTIPYRINE	Cytochrome P450 2C9
ANTIPYRINE	Cytochrome P450 1A2
ANTIPYRINE	Cytochrome P450 2C19
ANTIPYRINE	Cytochrome P450 3A4
GLUTETHIMIDE	Cholesterol side-chain cleavage enzyme, mitochondrial
BUFOTENINE	Amine oxidase [flavin-containing] A
MIDOMAFETAMINE	Cytochrome P450 2D6
5-ANDROSTENEDIONE	Cytochrome P450 3A4
ETHYLMORPHINE	Cytochrome P450 2B6
ETHYLMORPHINE	Cytochrome P450 3A4
ETHYLMORPHINE	Cytochrome P450 2D6
ETHYLMORPHINE	NADPH--cytochrome P450 reductase
4-METHOXYAMPHETAMINE	Cytochrome P450 2D6
FENETHYLLINE	Cytochrome P450 1A2
BARBITAL	Cytochrome P450 3A4
BARBITAL	Cytochrome P450 2C19
5ALPHA-ANDROSTANE-3ALPHA,17BETA-DIOL	Cytochrome P450 7B1
ANDROSTENEDIONE	Cytochrome P450 3A4
ANDROSTENEDIONE	Aldo-keto reductase family 1 member C3
FLUNITRAZEPAM	Cytochrome P450 2A6
FLUNITRAZEPAM	UDP-glucuronosyltransferase 2B7
FLUNITRAZEPAM	Cytochrome P450 2B6
FLUNITRAZEPAM	Cytochrome P450 2C9
FLUNITRAZEPAM	Cytochrome P450 3A4
FLUNITRAZEPAM	Cytochrome P450 2E1
FLUNITRAZEPAM	UDP-glucuronosyltransferase 1-1
FLUNITRAZEPAM	UDP-glucuronosyltransferase 1-3
FLUNITRAZEPAM	Cytochrome P450 2C19
DIHYDROCODEINE	Cytochrome P450 3A4
DIHYDROCODEINE	Cytochrome P450 2D6
BROMAZEPAM	Cytochrome P450 1A2
BROMAZEPAM	Cytochrome P450 2C19
BROMAZEPAM	Cytochrome P450 2E1
CLOTIAZEPAM	Cytochrome P450 2B6
CLOTIAZEPAM	Cytochrome P450 2C18
CLOTIAZEPAM	Cytochrome P450 2C19
CLOTIAZEPAM	Cytochrome P450 3A4
ANDROSTANEDIONE	Aldo-keto reductase family 1 member C3
1-(2-PHENYLETHYL)-4-PHENYL-4-ACETOXYPIPERIDINE	Cytochrome P450 2D6
DEXTROAMPHETAMINE	Cytochrome P450 2D6
DEXTROAMPHETAMINE	Primary amine oxidase
METAMFETAMINE	Cytochrome P450 2D6
OXPRENOLOL	Cytochrome P450 2D6
SULFAMETHAZINE	Arylamine N-acetyltransferase
LIOTRIX	Cytochrome P450 2C8
LIOTRIX	Cytochrome P450 3A4
URSODEOXYCHOLIC ACID	Cytochrome P450 3A Subfamily
KETAZOLAM	Cytochrome P450 3A4
PRAZEPAM	Cytochrome P450 3A4
QUAZEPAM	Cytochrome P450 3A4
QUAZEPAM	Cytochrome P450 2C19
QUAZEPAM	Cytochrome P450 2C9
EVEROLIMUS	Cytochrome P450 2D6
EVEROLIMUS	Cytochrome P450 3A4
SOLIFENACIN	Cytochrome P450 1A1
SOLIFENACIN	Cytochrome P450 2D6
SOLIFENACIN	Cytochrome P450 3A4
ZINC	Carbonic anhydrase 1
NITRAZEPAM	Cytochrome P450 3A4
NITRAZEPAM	Cytochrome P450 2E1
IMIPENEM	Dipeptidase 1
IMIPENEM	Beta-lactamase SHV-1
IMIPENEM	Beta-lactamase TEM
IMIPENEM	Beta-lactamase CTX-M
IMIPENEM	Beta-lactamase (KPC-2)
LOPINAVIR	Cytochrome P450 3A4
LOPINAVIR	Cytochrome P450 2D6
LOPINAVIR	Cytochrome P450 1A2
LOPINAVIR	Cytochrome P450 2C19
LOPINAVIR	Cytochrome P450 2B6
LOPINAVIR	Cytochrome P450 2C9
LOPINAVIR	Cytochrome P450 3A Subfamily
DEFERASIROX	Cytochrome P450 3A4
DEFERASIROX	UDP-glucuronosyltransferase 1-1
DEFERASIROX	UDP-glucuronosyltransferase 1-3
DEFERASIROX	UDP-glucuronosyltransferase 1-9
DEFERASIROX	Cytochrome P450 2C8
DEFERASIROX	Cytochrome P450 1A2
HYDROXYCHLOROQUINE	Cytochrome P450 3A4
HYDROXYCHLOROQUINE	Cytochrome P450 2D6
HYDROXYCHLOROQUINE	Cytochrome P450 2C8
AMYL NITRITE	Aldehyde dehydrogenase, mitochondrial
PIPOTIAZINE	Cytochrome P450 2C19
PIPOTIAZINE	Cytochrome P450 2D6
PIPOTIAZINE	Cytochrome P450 3A4
THIOTHIXENE	Cytochrome P450 2D6
THIOTHIXENE	Cytochrome P450 1A2
ZUCLOPENTHIXOL	Cytochrome P450 3A4
ZUCLOPENTHIXOL	Cytochrome P450 2D6
ETORICOXIB	Cytochrome P450 2C9
ETORICOXIB	Cytochrome P450 2D6
ETORICOXIB	Cytochrome P450 1A2
ETORICOXIB	Cytochrome P450 2C19
ETORICOXIB	Cytochrome P450 2E1
ETORICOXIB	Cytochrome P450 3A4
GENISTEIN	Cytochrome P450 1A2
GENISTEIN	Cytochrome P450 1A1
GENISTEIN	Cytochrome P450 2C8
GENISTEIN	Cytochrome P450 2C9
GENISTEIN	Cytochrome P450 3A1
GENISTEIN	Cytochrome P450 3A2
GENISTEIN	Cytochrome P450 3A4
ROFLUMILAST	Cytochrome P450 3A4
ROFLUMILAST	Cytochrome P450 1A2
8-AZAGUANINE	Cytochrome P450 1A2
TOPIROXOSTAT	Cytochrome P450 2C8
TOPIROXOSTAT	Cytochrome P450 2C9
TOPIROXOSTAT	Cytochrome P450 1A1
TOPIROXOSTAT	Cytochrome P450 3A4
TOPIROXOSTAT	Cytochrome P450 2C19
TOPIROXOSTAT	UDP-glucuronosyltransferase 1-9
RUTIN	Cytochrome P450 3A4
PRASTERONE	Cytochrome P450 3A7
PRASTERONE	Estradiol 17-beta-dehydrogenase 1
PRASTERONE	Bile salt sulfotransferase
PRASTERONE	Sulfotransferase family cytosolic 2B member 1
PRASTERONE	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
PRASTERONE	Cholesterol oxidase
PRASTERONE	Steroid 17-alpha-hydroxylase/17,20 lyase
S-ADENOSYL-L-HOMOCYSTEINE	Histamine N-methyltransferase
DALFOPRISTIN	Cytochrome P450 3A4
N,N-DIMETHYLFORMAMIDE	Cytochrome P450 2E1
EPOTHILONE D	Cytochrome P450 3A4
D-GLUCOSE	Hexokinase-1
D-GLUCOSE	Glucokinase
TAURINE	Protein-glutamine gamma-glutamyltransferase 6
TAURINE	Bile acid-CoA:amino acid N-acyltransferase
COCARBOXYLASE	Benzoylformate decarboxylase
COCARBOXYLASE	Pyruvate oxidase
COENZYME A	Aminoglycoside 2'-N-acetyltransferase
ISATIN	Amine oxidase [flavin-containing] B
XANTHINE	Cytochrome P450 1A2
EQUILIN	Cytochrome P450 3A4
PYRIDOXINE PHOSPHATE	Pyridoxine-5'-phosphate oxidase
PYRIDOXINE PHOSPHATE	Pyridoxine 5'-phosphate phosphatase
(R)-N-METHYL-N-2-PROPYNYL-1-INDANAMINE	Amine oxidase [flavin-containing] B
CALCIPOTRIOL	Myeloperoxidase
CALCIPOTRIOL	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial
BETA-D-GLUCOSE	Pancreatic alpha-amylase
2-HYDROXYETHYL DISULFIDE	Glutathione S-transferase A1
9-METHYLGUANINE	Cytochrome P450 1A2
FARNESOL	Amine oxidase [flavin-containing] B
DITIOCARB	Cytochrome P450 2E1
DITIOCARB	Cytochrome P450 3A4
DITIOCARB	Cytochrome P450 3A5
2'-DEOXYCYTIDINE	Deoxycytidine kinase
NICOTINAMIDE	Cytochrome P450 2D6
NICOTINAMIDE	Cytochrome P450 2E1
NICOTINAMIDE	Cytochrome P450 3A4
FUSIDIC ACID	Cytochrome P450 2D6
FUSIDIC ACID	Cytochrome P450 3A4
FUSIDIC ACID	UDP-glucuronosyltransferase 1-1
RESVERATROL	Cytochrome P450 1A2
RESVERATROL	Cytochrome P450 1A1
RESVERATROL	Cytochrome P450 1B1
RESVERATROL	Cytochrome P450 3A4
RESVERATROL	Cytochrome P450 2D6
RESVERATROL	Cytochrome P450 2B6
RESVERATROL	Cytochrome P450 2C19
RESVERATROL	Cytochrome P450 2C9
PREGNENOLONE	Cytochrome P450 3A4
METHYLPHOSPHINIC ACID	Cholinesterase
STANOLONE	Cholesterol side-chain cleavage enzyme, mitochondrial
STANOLONE	Steroid 17-alpha-hydroxylase/17,20 lyase
STANOLONE	Cytochrome P450 19A1
STANOLONE	Aldo-keto reductase family 1 member C3
N-(4-AMINOBUTANOYL)-S-(4-METHOXYBENZYL)-L-CYSTEINYLGLYCINE	Glutathione S-transferase A1
PATUPILONE	Cytochrome P450 3A4
PIDOLIC ACID	Pancreatic alpha-amylase
5-HYDROXYMETHYL-CHONDURITOL	Pancreatic alpha-amylase
ACETYLCHOLINE	Acetylcholinesterase
ACETYLCHOLINE	Cholinesterase
FLAVIN ADENINE DINUCLEOTIDE	Amine oxidase [flavin-containing] B
1-BETA-RIBOFURANOSYL-1,3-DIAZEPINONE	Cytidine deaminase
FLAVIN MONONUCLEOTIDE	NADPH--cytochrome P450 reductase
UBENIMEX	Dipeptidase 1
4,6-DIDEOXY-4-AMINO-ALPHA-D-GLUCOSE	Pancreatic alpha-amylase
ALVOCIDIB	UDP-glucuronosyltransferase 1-1
EQUILENIN	Cytochrome P450 3A4
BUTYRIC ACID	Cholinesterase
PHENCYCLIDINE	Cytochrome P450 2B6
S-BENZYLGLUTATHIONE	Glutathione S-transferase A1
RIBOSTAMYCIN	Aminoglycoside 2'-N-acetyltransferase
VANOXERINE	Cytochrome P450 3A4
DOCONEXENT	Cytochrome P450 2C9
PROPANOIC ACID	Histone deacetylase
PHENACETIN	Cytochrome P450 1A1
PHENACETIN	Cytochrome P450 2A13
PHENACETIN	Cytochrome P450 2A6
PHENACETIN	Cytochrome P450 2C19
PHENACETIN	Cytochrome P450 2C9
PHENACETIN	Cytochrome P450 2E1
PHENACETIN	Cytochrome P450 3A4
PHENACETIN	Cytochrome P450 1A2
PHENACETIN	Cytochrome P450 2D6
ETHYL DIHYDROGEN PHOSPHATE	Cholinesterase
N-PROPARGYL-1(S)-AMINOINDAN	Amine oxidase [flavin-containing] B
ACARBOSE DERIVED HEXASACCHARIDE	Pancreatic alpha-amylase
PHOSPHORYLISOPROPANE	Cholinesterase
6-DEOXYERYTHRONOLIDE B	Cytochrome P450 3A4
HYPOXANTHINE	Cytochrome P450 1A2
S-HEXYLGLUTATHIONE	Glutathione S-transferase A1
DODECYLDIMETHYLAMINE N-OXIDE	Amine oxidase [flavin-containing] B
QUERCETIN	Cytochrome P450 2C8
QUERCETIN	Cytochrome P450 2D6
QUERCETIN	Cytochrome P450 2C9
QUERCETIN	Cytochrome P450 1A2
QUERCETIN	Cytochrome P450 2E1
QUERCETIN	Cytochrome P450 2C19
QUERCETIN	Cytochrome P450 3A Subfamily
BUTYRYLTHIOCHOLINE	Cholinesterase
5-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN	Amine oxidase [flavin-containing] B
INOSINE	Xanthine dehydrogenase/oxidase
CARBOCISTEINE	Cysteine dioxygenase type 1
CARBOCISTEINE	Phenylalanine-4-hydroxylase
CARBOCISTEINE	Lactosylceramide alpha-2,3-sialyltransferase
9-DEAZAGUANINE	Cytochrome P450 1A2
N-METHYL-N-(METHYLBENZYL)FORMAMIDE	Cytochrome P450 2E1
4-O-(4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL)HEXOPYRANOSE	Pancreatic alpha-amylase
3-(4-AMINO-1-TERT-BUTYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL)PHENOL	Carbonyl reductase [NADPH] 1
NIFLUMIC ACID	UDP-glucuronosyltransferase 1-9
ARACHIDONIC ACID	Cytochrome P450 2C9
THIOTEPA	Cytochrome P450 3A4
THIOTEPA	Cholinesterase
THIOTEPA	Cytochrome P450 2B6
ESTRONE SULFATE	Cytochrome P450 2C9
ESTRONE SULFATE	Cytochrome P450 1A2
ESTRONE SULFATE	Cytochrome P450 3A4
ALDOSTERONE	Cytochrome P450 11B1, mitochondrial
ALDOSTERONE	Cytochrome P450 11B2, mitochondrial
ALDOSTERONE	Steroid 17-alpha-hydroxylase/17,20 lyase
ALDOSTERONE	Cytochrome P450 3A4
CORTICOSTERONE	Cytochrome P450 3A4
CORTICOSTERONE	Corticosteroid 11-beta-dehydrogenase isozyme 1
CORTICOSTERONE	Corticosteroid 11-beta-dehydrogenase isozyme 2
COUMARIN	Cytochrome P450 2C9
LICOFELONE	Cytochrome P450 2C9
LICOFELONE	Cytochrome P450 2C8
LICOFELONE	Cytochrome P450 2J2
LICOFELONE	UDP-glucuronosyltransferase 1-3
NIMESULIDE	Cytochrome P450 3A4
SURAMIN	Arylsulfatase A
SURAMIN	Cytosolic phospholipase A2
BIFONAZOLE	Cytochrome P450 19A1
BIFONAZOLE	Cytochrome P450 2E1
BIFONAZOLE	Cytochrome P450 3A4
METAMIZOLE	Cytochrome P450 2B6
METAMIZOLE	Cytochrome P450 3A4
IPRONIAZID	Cytochrome P450 2D6
IPRONIAZID	Cytochrome P450 2C9
IPRONIAZID	Amine oxidase [flavin-containing] A
IPRONIAZID	Amine oxidase [flavin-containing] B
PRENYLAMINE	Cytochrome P450 3A4
URETHANE	Cytosolic phospholipase A2
URETHANE	Myeloperoxidase
URETHANE	Aldehyde oxidase
ZOMEPIRAC	Cytochrome P450 3A4
LYSERGIC ACID DIETHYLAMIDE	Cytochrome P450 3A4
LYSERGIC ACID DIETHYLAMIDE	Cytochrome P450 2D6
TIENILIC ACID	Cytochrome P450 2C9
ZIMELIDINE	Cytochrome P450 3A4
METHAQUALONE	Cytochrome P450 3A4
MARAVIROC	Cytochrome P450 3A4
CYCLANDELATE	Cytochrome P450 3A4
CYPROTERONE ACETATE	Cytochrome P450 3A4
CYPROTERONE ACETATE	Cytochrome P450 19A1
DEBRISOQUINE	Cytochrome P450 1A1
DEBRISOQUINE	Cytochrome P450 2D6
FLUNARIZINE	Cytochrome P450 3A4
FLUNARIZINE	Cytochrome P450 2D6
FLUNARIZINE	Cytochrome P450 2C9
FLUNARIZINE	Cytochrome P450 1A1
FLUNARIZINE	Cytochrome P450 1A2
FLUNARIZINE	Cytochrome P450 2A6
FLUSPIRILENE	Cytochrome P450 3A4
TETRABENAZINE	Carbonyl reductase [NADPH] 1
TETRABENAZINE	Cytochrome P450 2D6
IXABEPILONE	Cytochrome P450 3A4
CELIPROLOL	Cytochrome P450 2D6
ROXADUSTAT	Cytochrome P450 2C8
ROXADUSTAT	UDP-glucuronosyltransferase 1-9
FEBUXOSTAT	UDP-glucuronosyltransferase 1-1
FEBUXOSTAT	UDP-glucuronosyltransferase 1-3
FEBUXOSTAT	UDP-glucuronosyltransferase 1-9
FEBUXOSTAT	UDP-glucuronosyltransferase 2B7
FEBUXOSTAT	Cytochrome P450 1A2
FEBUXOSTAT	Cytochrome P450 2C8
FEBUXOSTAT	Cytochrome P450 2C9
DRONEDARONE	Cytochrome P450 3A5
DRONEDARONE	Cytochrome P450 2J2
DRONEDARONE	Cytochrome P450 2D6
DRONEDARONE	Cytochrome P450 3A4
DEXLOXIGLUMIDE	Cytochrome P450 2B6
DEXLOXIGLUMIDE	Cytochrome P450 2E1
DEXLOXIGLUMIDE	Cytochrome P450 3A4
DEXLOXIGLUMIDE	Cytochrome P450 2C9
DEXLOXIGLUMIDE	Cytochrome P450 3A5
TIRAPAZAMINE	Cytochrome P450 2E1
NEBIVOLOL	Cytochrome P450 3A4
NEBIVOLOL	Cytochrome P450 2C19
NEBIVOLOL	Cytochrome P450 2D6
NILOTINIB	Cytochrome P450 3A4
NILOTINIB	Cytochrome P450 2C8
NILOTINIB	Cytochrome P450 2C9
NILOTINIB	Cytochrome P450 2D6
NILOTINIB	Cytochrome P450 2B6
LORCASERIN	Cytochrome P450 1A2
LORCASERIN	Cytochrome P450 2A6
LORCASERIN	Cytochrome P450 2B6
LORCASERIN	Cytochrome P450 2C19
LORCASERIN	Cytochrome P450 2D6
LORCASERIN	Cytochrome P450 3A4
LORCASERIN	Dimethylaniline monooxygenase [N-oxide-forming] 1
LORCASERIN	Cytochrome P450 1A1
DAPOXETINE	Cytochrome P450 3A4
DAPOXETINE	Cytochrome P450 2D6
CALANOLIDE A	Cytochrome P450 3A4
BICIFADINE	Cytochrome P450 2D6
BICIFADINE	Amine oxidase [flavin-containing] B
BICIFADINE	Cytochrome P450 1A2
BICIFADINE	Amine oxidase [flavin-containing] A
VAPREOTIDE	Cytochrome P450 3A4
MILNACIPRAN	Cytochrome P450 3A4
XIMELAGATRAN	Cytochrome P450 2C9
TESMILIFENE	Cytochrome P450 3A4
TESMILIFENE	Cytochrome P450 2D6
TESMILIFENE	Cytochrome P450 1A1
FLIBANSERIN	Cytochrome P450 3A4
ORITAVANCIN	Cytochrome P450 3A4
ORITAVANCIN	Cytochrome P450 2D6
ORITAVANCIN	Cytochrome P450 2C9
ORITAVANCIN	Cytochrome P450 2C19
CLEVIDIPINE	Cytochrome P450 2C9
CLEVIDIPINE	Cytochrome P450 2D6
CLEVIDIPINE	Cytochrome P450 2E1
CLEVIDIPINE	Cytochrome P450 2C19
CLEVIDIPINE	Cytochrome P450 3A4
CLEVIDIPINE	Cholinesterase
PERMETHRIN	Cytochrome P450 2B6
RIFALAZIL	Cytochrome P450 3A4
OSPEMIFENE	Cytochrome P450 3A4
OSPEMIFENE	Cytochrome P450 2C9
OSPEMIFENE	Cytochrome P450 2C19
OSPEMIFENE	Cytochrome P450 2B6
OSPEMIFENE	Cytochrome P450 2D6
ILOPERIDONE	Cytochrome P450 3A4
ILOPERIDONE	Cytochrome P450 3A5
ILOPERIDONE	Cytochrome P450 3A7
ILOPERIDONE	Cytochrome P450 2E1
ILOPERIDONE	Cytochrome P450 2D6
LOFEXIDINE	Cytochrome P450 2D6
LOFEXIDINE	Cytochrome P450 1A2
LOFEXIDINE	Cytochrome P450 2C19
PIRFENIDONE	Cytochrome P450 1A2
PIRFENIDONE	Cytochrome P450 2C9
PIRFENIDONE	Cytochrome P450 2C19
PIRFENIDONE	Cytochrome P450 2D6
PIRFENIDONE	Cytochrome P450 2E1
PIRFENIDONE	Cytochrome P450 3A4
EZOGABINE	UDP-glucuronosyltransferase 1-1
EZOGABINE	UDP-glucuronosyltransferase 1-3
EZOGABINE	UDP-glucuronosyltransferase 1-4
EZOGABINE	UDP-glucuronosyltransferase 1-9
EZOGABINE	Arylamine N-acetyltransferase 2
AZIMILIDE	Cytochrome P450 2D6
AZIMILIDE	Cytochrome P450 1A1
AZIMILIDE	Cytochrome P450 3A4
AZIMILIDE	Cytochrome P450 3A5
TROXACITABINE	Deoxycytidine kinase
BANOXANTRONE	Cytochrome P450 1A1
